JNR	DYRNR	MATR	BAKTFUND	DYREART	PRV_DATO	CHR_NR	AKTVNR	SEKTION	EPINR	SYSBEM	ANALYSE	region
A2624219	1	766		81	22JAN1998:00:00:00	10434	5437	res	2			R3
A2624228	1	766		81	30JAN1998:00:00:00	10190	5437	res	2			R3
A2624229	1	766		81	30JAN1998:00:00:00	10549	5437	res	2			R1
A2624230	1	66		81	02FEB1998:00:00:00	10216	5437	res	2			R5
A2624233	1	766		81	30JAN1998:00:00:00	10222	5437	res	2			R2
A2624234	1	766		81	02FEB1998:00:00:00	10242	5437	res	2			R7
A2624236	1	766		81	30JAN1998:00:00:00	10531	5437	res	2			R5
A2624237	1	766		81	30JAN1998:00:00:00	10194	5437	res	2			R5
A2624238	1	766		81	30JAN1998:00:00:00	10228	5437	res	2			R7
A2624239	1	766		81	30JAN1998:00:00:00	10105	5437	res	2			NA
A2624240	1	766		81	30JAN1998:00:00:00	10311	5437	res	2			NA
A2624242	1	766		81	30JAN1998:00:00:00	10102	5437	res	2			R6
A2624243	1	766		81	02FEB1998:00:00:00	10324	5437	res	2			R8
A2624249	1	766		81	02FEB1998:00:00:00	10618	5437	res	2			NA
A2624250	1	766		81	02FEB1998:00:00:00	10111	5437	res	2			R5
A2624254	1	766		81	03FEB1998:00:00:00	10096	5437	res	2			R3
A2624255	1	766		81	03FEB1998:00:00:00	10505	5437	res	2			NA
A2624256	1	766		81	03FEB1998:00:00:00	10163	5133	res	2			NA
A2624260	1	766		81	05FEB1998:00:00:00	10252	5437	res	2			R3
A2624262	1	766		81	03FEB1998:00:00:00	10356	5437	res	2			R2
A2624266	1	766		81	09FEB1998:00:00:00	10201	5437	res	0			NA
A2624267	1	766		81	09FEB1998:00:00:00	10595	5437	res	5			NA
A2624268	1	766		81	09FEB1998:00:00:00	10238	5437	res	1			NA
A2624269	1	766		81	06FEB1998:00:00:00	10128	5437	res	1			R5
A2624270	1	766		81	06FEB1998:00:00:00	10202	5437	res	1			R5
A2624271	1	766		81	05FEB1998:00:00:00	10199	5133	res	4			R5
A2624191	6	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624192	1	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624192	3	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624192	4	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624193	1	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624194	2	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624194	3	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624194	4	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624195	1	766	camp	81	21JAN1998:00:00:00	10266	5437	res	1			R6
A2624197	1	766		81	21JAN1998:00:00:00	10567	5437	res	1			R7
A2624198	1	766		81	20JAN1998:00:00:00	10099	5437	res	4			R5
A2624201	1	766		81	23JAN1998:00:00:00	10089	5437	res	13			NA
A2624203	1	766		81	26JAN1998:00:00:00	10232	5437	res	1			R3
A2624204	1	766		81	26JAN1998:00:00:00	10105	5437	res	1			NA
A2624205	1	766		81	23JAN1998:00:00:00	10127	5437	res	4			R4
A2624206	1	766		81	23JAN1998:00:00:00	10103	5437	res	2			NA
A2624207	1	766		81	22JAN1998:00:00:00	10089	5437	res	12			NA
A2624208	1	766		81	27JAN1998:00:00:00	10116	5437	res	2			NA
A2624209	1	766		81	26JAN1998:00:00:00	10230	5437	res	1			NA
A2624210	1	766		81	26JAN1998:00:00:00	10155	5437	res	2			R5
A2624212	1	766		81	26JAN1998:00:00:00	10625	5437	res	2			R1
A2624213	1	766		81	23JAN1998:00:00:00	10089	5437	res	15			NA
A2624214	1	766		81	26JAN1998:00:00:00	10590	5437	res	1			R6
A2624215	1	766		81	23JAN1998:00:00:00	10331	5437	res	1			R6
A2624216	1	766		81	22JAN1998:00:00:00	10554	5437	res	1			R1
A2624217	1	766		81	23JAN1998:00:00:00	10554	5437	res	2			R1
A2624165	1	664		10	20JAN1998:00:00:00	3	3413	res	NA			NA
A2624165	2	664		10	20JAN1998:00:00:00	3	3413	res	NA			NA
A2624165	4	664		10	20JAN1998:00:00:00	3	3413	res	NA			NA
A2624168	1	766		81	19JAN1998:00:00:00	10398	5437	res	NA			R1
A2624169	1	766		81	16JAN1998:00:00:00	10011	5437	res	NA			R6
A2624170	1	766		81	19JAN1998:00:00:00	10467	5437	res	1			NA
A2624171	1	766		81	16JAN1998:00:00:00	10224	5437	res	1			R5
A2624172	1	766		81	19JAN1998:00:00:00	10368	5437	res	1			R1
A2624173	1	766		81	19JAN1998:00:00:00	10302	5437	res	1			R4
A2624175	1	766		81	16JAN1998:00:00:00	10104	5437	res	1			R8
A2624177	1	766		81	16JAN1998:00:00:00	10434	5437	res	4			R3
A2624178	1	766		81	19JAN1998:00:00:00	10236	5437	res	1			NA
A2624179	1	766		81	19JAN1998:00:00:00	10398	5437	res	1			R1
A2624180	1	766		81	16JAN1998:00:00:00	10099	5437	res	11			R5
A2624182	3	664		10	21JAN1998:00:00:00	3	3413	res	NA			NA
A2624183	1	664		10	21JAN1998:00:00:00	3	3413	res	NA			NA
A2624184	2	664		10	21JAN1998:00:00:00	3	3413	res	NA			NA
A2624184	3	664		10	21JAN1998:00:00:00	3	3413	res	NA			NA
A2624189	1	664	camp	10	22JAN1998:00:00:00	3	3413	res	NA			NA
A2624190	1	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624190	2	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624190	3	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624190	4	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624190	5	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624191	3	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624191	4	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2624191	5	664		10	23JAN1998:00:00:00	3	3413	res	NA			NA
A2610459	1	235		29	27NOV1998:00:00:00	10351	2111	1pa	NA			R1
A2624110	1	766		81	05JAN1998:00:00:00	10308	5437	res	3			R7
A2624111	1	766		81	05JAN1998:00:00:00	1	5437	res	1			NA
A2624112	1	766		81	02JAN1998:00:00:00	10651	5437	res	1			R5
A2624113	1	766		81	02JAN1998:00:00:00	10174	5437	res	4			R5
A2624115	1	766		81	05JAN1998:00:00:00	10203	5437	res	1			R3
A2624120	1	766		81	02JAN1998:00:00:00	10419	5437	res	1			R1
A2624123	1	766		81	02JAN1998:00:00:00	10174	5437	res	4			R5
A2624124	1	766		81	02JAN1998:00:00:00	10133	5437	res	2			R5
A2624131	1	766		81	07JAN1998:00:00:00	10245	5437	res	2			R4
A2624137	1	766		81	12JAN1998:00:00:00	10491	5437	res	1			NA
A2624138	1	766		81	09JAN1998:00:00:00	10609	5437	res	2			R2
A2624139	1	766		81	08JAN1998:00:00:00	10138	5437	res	1			NA
A2624140	1	766		81	09JAN1998:00:00:00	10186	5437	res	3			R6
A2624141	1	766		81	08JAN1998:00:00:00	10175	5437	res	2			R2
A2624143	1	766		81	12JAN1998:00:00:00	10129	5437	res	1			R7
A2624145	1	766		81	12JAN1998:00:00:00	10619	5437	res	4			R5
A2624146	1	766		81	09JAN1998:00:00:00	10186	5437	res	1			R6
A2624148	1	766		81	09JAN1998:00:00:00	10210	5437	res	1			NA
A2624150	1	766		81	09JAN1998:00:00:00	10240	5437	res	1			R4
A2624151	1	766		81	08JAN1998:00:00:00	10306	5437	res	2			R3
A2624152	1	766		81	12JAN1998:00:00:00	10203	5437	res	1			R3
A2624153	1	766		81	13JAN1998:00:00:00	10594	5437	res	1			R3
A2624160	1	766		81	14JAN1998:00:00:00	10619	5437	res	1			R5
A2624162	2	664	camp	10	20JAN1998:00:00:00	3	3413	res	NA			NA
A2624164	3	664		10	20JAN1998:00:00:00	3	3413	res	NA			NA
A2775810	1	772		81	15DEC1999:00:00:00	10196	5133	1fj	2			R3
A2775811	1	772		81	15DEC1999:00:00:00	10196	5133	1fj	4			R3
A2775812	1	772		81	15DEC1999:00:00:00	10592	5133	1fj	1			R3
A2775814	1	772		81	16DEC1999:00:00:00	10320	5133	1fj	2			NA
A2775815	1	772		81	16DEC1999:00:00:00	10190	5133	1fj	1			R3
A2775816	1	772		81	15DEC1999:00:00:00	10143	5133	1fj	1			R3
A2775817	1	772		81	16DEC1999:00:00:00	10143	5133	1fj	2			R3
A2775818	1	772		81	16DEC1999:00:00:00	10143	5133	1fj	4			R3
A2775819	1	772		81	16DEC1999:00:00:00	10143	5133	1fj	5			R3
A2775820	1	772		81	13DEC1999:00:00:00	10002	5133	1fj	1			R5
A2775821	1	772		81	13DEC1999:00:00:00	10002	5133	1fj	2			R5
A2775822	1	772		81	14DEC1999:00:00:00	10108	5133	1fj	1			R2
A2775824	1	772		81	15DEC1999:00:00:00	10306	5133	1fj	1			R3
A2775825	1	772		81	14DEC1999:00:00:00	10306	5133	1fj	2			R3
A2775826	1	772		81	14DEC1999:00:00:00	10306	5133	1fj	4			R3
A2775827	1	772		81	15DEC1999:00:00:00	10306	5133	1fj	5			R3
A2775828	1	772		81	14DEC1999:00:00:00	10532	5133	1fj	1			R4
A2775829	1	772		81	14DEC1999:00:00:00	10532	5133	1fj	2			R4
A2605608	1	73	camfet	31	05MAR1998:00:00:00	10461	2111	1pa	NA			R3
A2605608	2	73	camfet	31	05MAR1998:00:00:00	10461	2111	1pa	NA			R3
A2606158	1	63	camfet	31	27MAR1998:00:00:00	10282	2111	1pa	NA			NA
A2599899	1	0	camp	0	16JUN1998:00:00:00	1	3113	3mb	NA			NA
A2609140	1	9		20	17SEP1998:00:00:00	10487	2111	1pa	NA			R2
A2609380	1	232		20	30SEP1998:00:00:00	10503	2111	1pa	NA			NA
A2609380	2	232		20	30SEP1998:00:00:00	10503	2111	1pa	NA			NA
A2775809	1	772		81	15DEC1999:00:00:00	10196	5133	1fj	1			R3
A2775698	1	772		81	13DEC1999:00:00:00	10423	5133	1fj	1			R1
A2775699	1	772		81	10DEC1999:00:00:00	10200	5133	1fj	3			R2
A2775750	1	772		81	15DEC1999:00:00:00	10165	5133	1fj	1			R5
A2775751	1	772		81	15DEC1999:00:00:00	10165	5133	1fj	3			R5
A2775752	1	772		81	14DEC1999:00:00:00	10402	5133	1fj	1			R1
A2775783	1	772		81	14DEC1999:00:00:00	10419	5133	1fj	1			R1
A2775784	1	772		81	14DEC1999:00:00:00	10419	5133	1fj	2			R1
A2775785	1	772		81	16DEC1999:00:00:00	10398	5133	1fj	1			R1
A2775786	1	772		81	15DEC1999:00:00:00	10075	5133	1fj	2			R5
A2775787	1	772		81	13DEC1999:00:00:00	10371	5133	1fj	2			R1
A2775788	1	772		81	14DEC1999:00:00:00	10239	5133	1fj	2			R6
A2775789	1	772		81	15DEC1999:00:00:00	10075	5133	1fj	1			R5
A2775790	1	772		81	15DEC1999:00:00:00	10625	5133	1fj	1			R1
A2775791	1	772		81	15DEC1999:00:00:00	10625	5133	1fj	3			R1
A2775792	1	772		81	16DEC1999:00:00:00	10625	5133	1fj	3			R1
A2775795	1	772		81	13DEC1999:00:00:00	10146	5133	1fj	2			R3
A2775797	1	772		81	14DEC1999:00:00:00	10151	5133	1fj	1			R3
A2775798	1	772		81	15DEC1999:00:00:00	10151	5133	1fj	1			R3
A2775799	1	772		81	14DEC1999:00:00:00	10151	5133	1fj	2			R3
A2775800	1	772		81	16DEC1999:00:00:00	10211	5133	1fj	6			R1
A2775801	1	772		81	15DEC1999:00:00:00	10146	5133	1fj	1			R3
A2775802	1	772		81	15DEC1999:00:00:00	10146	5133	1fj	2			R3
A2775804	1	772		81	14DEC1999:00:00:00	10649	5133	1fj	1			R8
A2775805	1	772		81	14DEC1999:00:00:00	10083	5133	1fj	1			R2
A2775806	1	772		81	14DEC1999:00:00:00	10083	5133	1fj	2			R2
A2775648	1	772		89	10DEC1999:00:00:00	10284	5133	1fj	NA			NA
A2775607	1	772		81	10DEC1999:00:00:00	10624	5133	1fj	1			R5
A2775609	1	772		81	13DEC1999:00:00:00	10171	5133	1fj	3			R5
A2775610	1	772		81	13DEC1999:00:00:00	10171	5133	1fj	4			R5
A2775611	1	772		81	10DEC1999:00:00:00	10155	5133	1fj	2			R5
A2775613	1	772		81	13DEC1999:00:00:00	10185	5133	1fj	1			R5
A2775615	1	772		81	10DEC1999:00:00:00	10600	5133	1fj	2			R4
A2775618	1	772		81	10DEC1999:00:00:00	10125	5133	1fj	1			R5
A2775619	1	772		81	10DEC1999:00:00:00	10243	5133	1fj	1			R3
A2775620	1	772		81	10DEC1999:00:00:00	10306	5133	1fj	3			R3
A2775621	1	772		81	13DEC1999:00:00:00	10306	5133	1fj	6			R3
A2775622	1	772		81	13DEC1999:00:00:00	10306	5133	1fj	7			R3
A2775623	1	772		81	10DEC1999:00:00:00	10306	5133	1fj	8			R3
A2775624	1	772		81	10DEC1999:00:00:00	10491	5133	1fj	1			NA
A2775628	1	772		81	13DEC1999:00:00:00	10210	5133	1fj	2			NA
A2775629	1	772		81	10DEC1999:00:00:00	10437	5133	1fj	1			R3
A2775631	1	772		81	10DEC1999:00:00:00	10320	5133	1fj	2			NA
A2775632	1	772		81	13DEC1999:00:00:00	10543	5133	1fj	1			R7
A2775637	1	772		83	10DEC1999:00:00:00	10480	5133	1fj	NA			R8
A2775638	1	772		81	10DEC1999:00:00:00	10529	5133	1fj	1			R7
A2775639	1	772		81	10DEC1999:00:00:00	10529	5133	1fj	2			R7
A2775640	1	772		81	13DEC1999:00:00:00	10384	5133	1fj	2			R1
A2775641	1	772		81	09DEC1999:00:00:00	10390	5133	1fj	1			R1
A2775642	1	772		81	09DEC1999:00:00:00	10142	5133	1fj	1			R5
A2775643	1	772		81	10DEC1999:00:00:00	10224	5133	1fj	1			R5
A2775644	1	772		81	10DEC1999:00:00:00	10386	5133	1fj	1			R1
A2775606	1	772		81	13DEC1999:00:00:00	10371	5133	1fj	1			R1
A2775452	1	772		81	07DEC1999:00:00:00	10621	5133	1fj	1			R1
A2775453	1	772		81	07DEC1999:00:00:00	10210	5133	1fj	5			NA
A2775454	1	772		81	07DEC1999:00:00:00	10227	5133	1fj	2			R1
A2775459	1	772		83	09DEC1999:00:00:00	10480	5133	1fj	NA			R8
A2775460	1	772		81	07DEC1999:00:00:00	10091	5133	1fj	1			R3
A2775461	1	772		81	08DEC1999:00:00:00	10091	5133	1fj	1			R3
A2775462	1	772		81	08DEC1999:00:00:00	10091	5133	1fj	2			R3
A2775464	1	772		81	09DEC1999:00:00:00	10437	5133	1fj	2			R3
A2775467	1	772		81	07DEC1999:00:00:00	10242	5133	1fj	1			R7
A2775468	1	772		81	07DEC1999:00:00:00	10240	5133	1fj	1			R4
A2775469	1	772		81	08DEC1999:00:00:00	10240	5133	1fj	1			R4
A2775472	1	772		81	09DEC1999:00:00:00	10243	5133	1fj	3			R3
A2775473	1	772		81	08DEC1999:00:00:00	10243	5133	1fj	4			R3
A2775474	1	772		81	08DEC1999:00:00:00	10243	5133	1fj	5			R3
A2775549	1	772		81	07DEC1999:00:00:00	10177	5133	1fj	1			NA
A2775550	1	772		81	09DEC1999:00:00:00	10491	5133	1fj	1			NA
A2775590	1	772		81	07DEC1999:00:00:00	10255	5133	1fj	1			R5
A2775593	1	772		81	08DEC1999:00:00:00	10404	5133	1fj	1			R1
A2775594	1	772		81	09DEC1999:00:00:00	10138	5133	1fj	1			NA
A2775595	1	772		81	09DEC1999:00:00:00	10138	5133	1fj	2			NA
A2775596	1	772		81	07DEC1999:00:00:00	10652	5133	1fj	2			R5
A2775601	1	772		81	07DEC1999:00:00:00	10404	5133	1fj	5			R1
A2775602	1	772		81	08DEC1999:00:00:00	10404	5133	1fj	5			R1
A2775604	1	772		81	09DEC1999:00:00:00	10502	5133	1fj	6			R2
A2775605	1	772		81	10DEC1999:00:00:00	10315	5133	1fj	8			NA
A2775451	1	772		81	08DEC1999:00:00:00	10266	5133	1fj	2			R6
A2775241	1	772		81	03DEC1999:00:00:00	10195	5133	1fj	5			NA
A2775242	1	772		81	06DEC1999:00:00:00	10125	5133	1fj	2			R5
A2775247	1	772		81	06DEC1999:00:00:00	10553	5133	1fj	6			R1
A2775248	1	772		81	03DEC1999:00:00:00	10231	5133	1fj	1			R7
A2775249	1	772		81	03DEC1999:00:00:00	10231	5133	1fj	2			R7
A2775252	1	772		81	03DEC1999:00:00:00	10242	5133	1fj	2			R7
A2775254	1	772		81	02DEC1999:00:00:00	10609	5133	1fj	3			R2
A2775351	1	772		81	03DEC1999:00:00:00	10491	5133	1fj	2			NA
A2775420	1	772		89	07DEC1999:00:00:00	10284	5133	1fj	NA			NA
A2775422	1	772		89	07DEC1999:00:00:00	10284	5133	1fj	NA			NA
A2775423	1	772		81	07DEC1999:00:00:00	10441	5133	1fj	1			R3
A2775424	1	772		81	07DEC1999:00:00:00	10441	5133	1fj	2			R3
A2775425	1	772		81	07DEC1999:00:00:00	10486	5133	1fj	1			R8
A2775434	1	772		81	08DEC1999:00:00:00	10605	5133	1fj	1			R8
A2775435	1	772		81	09DEC1999:00:00:00	10381	5133	1fj	1			R1
A2775437	1	772		81	07DEC1999:00:00:00	10076	5133	1fj	1			R5
A2775438	1	772		81	07DEC1999:00:00:00	10076	5133	1fj	2			R5
A2775439	1	772		81	07DEC1999:00:00:00	10076	5133	1fj	3			R5
A2775440	1	772		81	08DEC1999:00:00:00	10449	5133	1fj	1			R5
A2775441	1	772		81	07DEC1999:00:00:00	10441	5133	1fj	2			R3
A2775442	1	772		81	08DEC1999:00:00:00	10429	5133	1fj	1			R3
A2775443	1	772		81	09DEC1999:00:00:00	10155	5133	1fj	1			R5
A2775446	1	772		81	07DEC1999:00:00:00	10553	5133	1fj	5			R1
A2775447	1	772		81	07DEC1999:00:00:00	10553	5133	1fj	6			R1
A2775449	1	772		81	09DEC1999:00:00:00	10200	5133	1fj	2			R2
A2775240	1	772		81	06DEC1999:00:00:00	10279	5133	1fj	2			R6
A2775191	1	772		89	03DEC1999:00:00:00	10284	5133	1fj	NA			NA
A2775195	1	772		81	03DEC1999:00:00:00	10324	5133	1fj	4			R8
A2775196	1	772		81	06DEC1999:00:00:00	10324	5133	1fj	4			R8
A2775197	1	772	camp	81	03DEC1999:00:00:00	10327	5133	1fj	1			R8
A2775198	1	772		81	03DEC1999:00:00:00	10584	5133	1fj	1			R7
A2775203	1	772		81	06DEC1999:00:00:00	10441	5133	1fj	2			R3
A2775204	1	772		81	03DEC1999:00:00:00	10529	5133	1fj	1			R7
A2775205	1	772		81	03DEC1999:00:00:00	10529	5133	1fj	2			R7
A2775209	1	772		81	03DEC1999:00:00:00	10337	5133	1fj	1			R3
A2775210	1	772		81	03DEC1999:00:00:00	10153	5133	1fj	1			R3
A2775212	1	772		81	03DEC1999:00:00:00	10153	5133	1fj	5			R3
A2775217	1	772		81	03DEC1999:00:00:00	10033	5133	1fj	3			R3
A2775218	1	772		81	03DEC1999:00:00:00	10381	5133	1fj	1			R1
A2775219	1	772		81	06DEC1999:00:00:00	10543	5133	1fj	1			R7
A2775220	1	772		81	06DEC1999:00:00:00	10543	5133	1fj	2			R7
A2775221	1	772		81	03DEC1999:00:00:00	10227	5133	1fj	1			R1
A2775224	1	772		81	02DEC1999:00:00:00	10111	5133	1fj	3			R5
A2775225	1	772		81	02DEC1999:00:00:00	10590	5133	1fj	1			R6
A2775226	1	772		81	02DEC1999:00:00:00	10590	5133	1fj	2			R6
A2775227	1	772		81	02DEC1999:00:00:00	10590	5133	1fj	3			R6
A2775235	1	772		81	03DEC1999:00:00:00	10437	5133	1fj	1			R3
A2775236	1	772		81	03DEC1999:00:00:00	10437	5133	1fj	2			R3
A2775237	1	772		81	03DEC1999:00:00:00	10332	5133	1fj	1			R3
A2775238	1	772		81	06DEC1999:00:00:00	10131	5133	1fj	1			R3
A2775239	1	772		81	06DEC1999:00:00:00	10131	5133	1fj	3			R3
A2775190	1	772		89	06DEC1999:00:00:00	10284	5133	1fj	NA			NA
A2775021	1	772		81	01DEC1999:00:00:00	10548	5133	1fj	6			R2
A2775022	1	772		81	02DEC1999:00:00:00	10548	5133	1fj	7			R2
A2775023	1	772		81	02DEC1999:00:00:00	10548	5133	1fj	8			R2
A2775024	1	772		81	01DEC1999:00:00:00	10134	5133	1fj	1			R3
A2775025	1	772		81	30NOV1999:00:00:00	10302	5133	1fj	6			R4
A2775027	1	772		81	01DEC1999:00:00:00	10594	5133	1fj	2			R3
A2775029	1	772		81	29NOV1999:00:00:00	10164	5133	1fj	1			R5
A2775030	1	772		81	02DEC1999:00:00:00	10111	5133	1fj	2			R5
A2775031	1	772		81	30NOV1999:00:00:00	10372	5133	1fj	1			R5
A2775032	1	772		81	30NOV1999:00:00:00	10372	5133	1fj	2			R5
A2775035	1	772		81	01DEC1999:00:00:00	10107	5133	1fj	1			R3
A2775036	1	772		81	30NOV1999:00:00:00	10107	5133	1fj	3			R3
A2775037	1	772		81	01DEC1999:00:00:00	10107	5133	1fj	3			R3
A2775038	1	772		81	30NOV1999:00:00:00	10586	5133	1fj	2			R3
A2775041	1	772		81	01DEC1999:00:00:00	10594	5133	1fj	2			R3
A2775042	1	772		81	02DEC1999:00:00:00	10091	5133	1fj	1			R3
A2775043	1	772		81	02DEC1999:00:00:00	10091	5133	1fj	2			R3
A2775044	1	772		81	02DEC1999:00:00:00	10332	5133	1fj	1			R3
A2775045	1	772		81	02DEC1999:00:00:00	10332	5133	1fj	2			R3
A2775053	1	772		81	02DEC1999:00:00:00	10535	5133	1fj	2			R1
A2775058	1	772		81	02DEC1999:00:00:00	10491	5133	1fj	2			NA
A2775060	1	772		89	30NOV1999:00:00:00	10284	5133	1fj	NA			NA
A2775061	1	772		89	02DEC1999:00:00:00	10284	5133	1fj	NA			NA
A2775063	1	772		89	30NOV1999:00:00:00	10557	5133	1fj	NA			R2
A2775064	1	772		89	30NOV1999:00:00:00	10192	5133	1fj	NA			R3
A2775020	1	772		81	02DEC1999:00:00:00	10324	5133	1fj	6			R8
A2774833	1	772		89	29NOV1999:00:00:00	10192	5133	1fj	NA			R3
A2774992	1	772		81	01DEC1999:00:00:00	10181	5133	1fj	1			R3
A2774993	1	772		81	01DEC1999:00:00:00	10340	5133	1fj	2			R3
A2774994	1	772		81	01DEC1999:00:00:00	10572	5133	1fj	1			R3
A2774995	1	772		81	02DEC1999:00:00:00	10302	5133	1fj	9			R4
A2774996	1	772		81	02DEC1999:00:00:00	10163	5133	1fj	1			NA
A2774997	1	772		81	02DEC1999:00:00:00	10163	5133	1fj	2			NA
A2775000	1	772		81	30NOV1999:00:00:00	10033	5133	1fj	1			R3
A2775001	1	772		81	01DEC1999:00:00:00	10033	5133	1fj	2			R3
A2775002	1	772		81	01DEC1999:00:00:00	10486	5133	1fj	1			R8
A2775003	1	772		81	30NOV1999:00:00:00	10174	5133	1fj	2			R5
A2775004	1	772		81	30NOV1999:00:00:00	10174	5133	1fj	3			R5
A2775005	1	772		81	30NOV1999:00:00:00	10174	5133	1fj	4			R5
A2775006	1	772		81	01DEC1999:00:00:00	10609	5133	1fj	1			R2
A2775007	1	772		81	01DEC1999:00:00:00	10609	5133	1fj	2			R2
A2775008	1	772		81	02DEC1999:00:00:00	10609	5133	1fj	2			R2
A2775009	1	772		81	02DEC1999:00:00:00	10609	5133	1fj	4			R2
A2775010	1	772		81	30NOV1999:00:00:00	10374	5133	1fj	1			R5
A2775011	1	772		81	29NOV1999:00:00:00	10168	5133	1fj	2			R2
A2775014	1	772		81	29NOV1999:00:00:00	10161	5133	1fj	2			R1
A2775015	1	772		81	30NOV1999:00:00:00	10010	5133	1fj	1			R2
A2775016	1	772		81	01DEC1999:00:00:00	10010	5133	1fj	1			R2
A2775017	1	772		81	02DEC1999:00:00:00	10108	5133	1fj	1			R2
A2775018	1	772		81	01DEC1999:00:00:00	10181	5133	1fj	3			R3
A2775019	1	772		81	02DEC1999:00:00:00	10324	5133	1fj	3			R8
A2774832	1	772		89	26NOV1999:00:00:00	10424	5133	1fj	NA			R1
A2774795	1	772		81	26NOV1999:00:00:00	10031	5133	1fj	6			R3
A2774799	1	772	camp	81	26NOV1999:00:00:00	10141	5133	1fj	5			R5
A2774800	1	772		81	29NOV1999:00:00:00	10153	5133	1fj	1			R3
A2774802	1	772		81	29NOV1999:00:00:00	10153	5133	1fj	5			R3
A2774803	1	772		81	29NOV1999:00:00:00	10441	5133	1fj	1			R3
A2774804	1	772		81	29NOV1999:00:00:00	10441	5133	1fj	2			R3
A2774805	1	772		81	26NOV1999:00:00:00	10548	5133	1fj	3			R2
A2774806	1	772		81	26NOV1999:00:00:00	10548	5133	1fj	4			R2
A2774807	1	772		81	26NOV1999:00:00:00	10584	5133	1fj	1			R7
A2774808	1	772		81	26NOV1999:00:00:00	10584	5133	1fj	2			R7
A2774811	1	772		81	29NOV1999:00:00:00	10204	5133	1fj	3			NA
A2774812	1	772		81	26NOV1999:00:00:00	10015	5133	1fj	1			NA
A2774814	1	772		81	25NOV1999:00:00:00	10193	5133	1fj	8			R7
A2774815	1	772		81	26NOV1999:00:00:00	10193	5133	1fj	8			R7
A2774816	1	773		81	29NOV1999:00:00:00	10144	5133	1fj	1			R2
A2774817	1	772		81	29NOV1999:00:00:00	10553	5133	1fj	5			R1
A2774818	1	772		81	29NOV1999:00:00:00	10553	5133	1fj	6			R1
A2774819	1	772		81	26NOV1999:00:00:00	10416	5133	1fj	2			R1
A2774820	1	772		81	25NOV1999:00:00:00	10416	5133	1fj	3			R1
A2774821	1	772		81	26NOV1999:00:00:00	10516	5133	1fj	1			R1
A2774822	1	772		81	29NOV1999:00:00:00	10161	5133	1fj	3			R1
A2774823	1	772		81	26NOV1999:00:00:00	10240	5133	1fj	1			R4
A2774824	1	772		81	29NOV1999:00:00:00	10168	5133	1fj	1			R2
A2774825	1	772		81	25NOV1999:00:00:00	10651	5133	1fj	1			R5
A2774829	1	772		81	29NOV1999:00:00:00	10164	5133	1fj	2			R5
A2774793	1	772		81	26NOV1999:00:00:00	10141	5133	1fj	6			R5
A2774625	1	772		81	25NOV1999:00:00:00	10332	5133	1fj	2			R3
A2774626	1	772		81	25NOV1999:00:00:00	10332	5133	1fj	3			R3
A2774627	1	772		81	23NOV1999:00:00:00	10595	5133	1fj	5			NA
A2774628	1	772		81	24NOV1999:00:00:00	10595	5133	1fj	7			NA
A2774631	1	772		81	24NOV1999:00:00:00	10596	5133	1fj	1			R5
A2774632	1	772		81	25NOV1999:00:00:00	10209	5133	1fj	6			R1
A2774633	1	772		81	23NOV1999:00:00:00	10251	5133	1fj	7			R2
A2774634	1	772		81	23NOV1999:00:00:00	10251	5133	1fj	9			R2
A2774636	1	772		81	24NOV1999:00:00:00	10118	5133	1fj	2			R6
A2774642	1	772		81	25NOV1999:00:00:00	10177	5133	1fj	1			NA
A2774644	1	772		81	23NOV1999:00:00:00	10615	5133	1fj	2			NA
A2774774	1	772		81	29NOV1999:00:00:00	10131	5133	1fj	2			R3
A2774775	1	772		81	29NOV1999:00:00:00	10131	5133	1fj	3			R3
A2774777	1	772		81	29NOV1999:00:00:00	10586	5133	1fj	1			R3
A2774778	1	772		81	26NOV1999:00:00:00	10107	5133	1fj	2			R3
A2774779	1	772		81	29NOV1999:00:00:00	10107	5133	1fj	3			R3
A2774780	1	772		81	26NOV1999:00:00:00	10107	5133	1fj	3			R3
A2774781	1	772		81	26NOV1999:00:00:00	10195	5133	1fj	3			NA
A2774783	1	772		81	26NOV1999:00:00:00	10304	5133	1fj	2			R7
A2774784	1	772		81	26NOV1999:00:00:00	10166	5133	1fj	2			NA
A2774785	1	772		81	26NOV1999:00:00:00	10166	5133	1fj	3			NA
A2774789	1	772		81	26NOV1999:00:00:00	10584	5133	1fj	1			R7
