Materialeart,Chrnr,Epinr,Provedato,Modtag.Dato,Jnr,Provenr,Tolkning,region
Kloaksvaber,10266,2,07/19/05,07/22/05,C66,1,POSITIV,R6
Kloaksvaber,10245,2,07/19/05,07/22/05,C77,1,POSITIV,R4
Kloaksvaber,10266,1,07/19/05,07/22/05,C65,1,POSITIV,R6
Kloaksvaber,10529,2,07/19/05,07/22/05,C71,1,POSITIV,R7
Kloaksvaber,10245,5,07/19/05,07/22/05,C79,1,POSITIV,R4
Kloaksvaber,10178,NA,07/19/05,07/22/05,C85,1,POSITIV,NA
Kloaksvaber,10600,2,07/20/05,07/21/05,C63,1,POSITIV,R4
Kloaksvaber,10127,4,07/20/05,07/22/05,C69,1,NEGATIV,R4
Kloaksvaber,10076,2,07/20/05,07/22/05,C75,1,POSITIV,R5
Kloaksvaber,10320,1,07/20/05,07/21/05,C62,1,NEGATIV,NA
Kloaksvaber,10245,3,07/20/05,07/22/05,C78,1,POSITIV,R4
Kloaksvaber,10076,1,07/20/05,07/22/05,C74,1,POSITIV,R5
Kloaksvaber,10127,5,07/20/05,07/21/05,C61,1,NEGATIV,R4
Kloaksvaber,10600,3,07/20/05,07/21/05,C64,1,POSITIV,R4
Kloaksvaber,10381,1,07/20/05,07/27/05,C118,1,NEGATIV,R1
Kloaksvaber,10076,3,07/20/05,07/22/05,C76,1,NEGATIV,R5
Kloaksvaber,10178,3,07/20/05,07/22/05,C86,1,NEGATIV,NA
Kloaksvaber,10320,2,07/21/05,07/22/05,C80,1,NEGATIV,NA
Kloaksvaber,10615,2,07/21/05,07/22/05,C84,1,POSITIV,NA
Kloaksvaber,10127,4,07/21/05,07/22/05,C81,1,NEGATIV,R4
Kloaksvaber,10554,2,07/21/05,07/22/05,C73,1,POSITIV,R1
Kloaksvaber,10389,1,07/21/05,07/22/05,C67,1,POSITIV,R1
Kloaksvaber,10327,2,07/21/05,07/22/05,C82,1,NEGATIV,R8
Kloaksvaber,10368,1,07/21/05,07/27/05,C114,1,POSITIV,R1
Kloaksvaber,10127,6,07/21/05,07/22/05,C70,1,POSITIV,R4
Kloaksvaber,10389,2,07/21/05,07/22/05,C68,1,POSITIV,R1
Kloaksvaber,10554,2,07/21/05,07/27/05,C111,1,NEGATIV,R1
Kloaksvaber,10491,1,07/22/05,07/29/05,C145,1,NEGATIV,NA
Kloaksvaber,10250,2,07/22/05,07/26/05,C98,1,POSITIV,R2
Kloaksvaber,10327,1,07/22/05,07/26/05,C89,1,NEGATIV,R8
Kloaksvaber,10250,6,07/22/05,07/26/05,C102,1,POSITIV,R2
Kloaksvaber,10250,5,07/22/05,07/26/05,C101,1,POSITIV,R2
Kloaksvaber,10250,3,07/22/05,07/26/05,C99,1,POSITIV,R2
Kloaksvaber,10529,2,07/22/05,07/26/05,C103,1,POSITIV,R7
Kloaksvaber,10193,5,07/22/05,07/26/05,C88,1,POSITIV,R7
Kloaksvaber,10250,1,07/22/05,07/26/05,C91,1,POSITIV,R2
Kloaksvaber,10193,2,07/22/05,07/26/05,C87,1,POSITIV,R7
Kloaksvaber,10250,4,07/22/05,07/26/05,C100,1,POSITIV,R2
Kloaksvaber,10100,1,07/25/05,07/26/05,C95,1,POSITIV,R1
Kloaksvaber,10660,2,07/25/05,07/29/05,C130,1,NEGATIV,R4
Kloaksvaber,10100,2,07/25/05,07/27/05,C113,1,POSITIV,R1
Kloaksvaber,10615,2,07/25/05,07/29/05,C148,1,POSITIV,NA
Kloaksvaber,10311,1,07/25/05,07/26/05,C90,1,NEGATIV,NA
Kloaksvaber,10660,2,07/25/05,07/26/05,C93,1,NEGATIV,R4
Kloaksvaber,10279,2,07/25/05,07/26/05,C96,1,POSITIV,R6
Kloaksvaber,10033,3,07/25/05,07/26/05,C97,1,NEGATIV,R3
Kloaksvaber,10100,1,07/25/05,07/27/05,C112,1,POSITIV,R1
Kloaksvaber,10211,5,07/25/05,07/26/05,C94,1,POSITIV,R1
Kloaksvaber,10660,1,07/25/05,07/26/05,C92,1,NEGATIV,R4
Kloaksvaber,10211,6,07/26/05,07/29/05,C136,1,NEGATIV,R1
Kloaksvaber,10135,1,07/26/05,07/27/05,C108,1,POSITIV,R6
Kloaksvaber,10537,1,07/26/05,07/27/05,C104,1,NEGATIV,R4
Kloaksvaber,10615,2,07/26/05,07/29/05,C149,1,POSITIV,NA
Kloaksvaber,10253,1,07/26/05,07/29/05,C133,1,NEGATIV,R2
Kloaksvaber,10136,4,07/26/05,07/27/05,C107,1,POSITIV,R4
Kloaksvaber,10211,4,07/26/05,07/29/05,C135,1,NEGATIV,R1
Kloaksvaber,10211,2,07/26/05,07/27/05,C119,1,POSITIV,R1
Kloaksvaber,10211,3,07/26/05,07/27/05,C120,1,POSITIV,R1
Kloaksvaber,10491,1,07/26/05,07/29/05,C146,1,NEGATIV,NA
Kloaksvaber,10529,2,07/26/05,07/29/05,C127,1,POSITIV,R7
Kloaksvaber,10537,2,07/26/05,07/27/05,C105,1,NEGATIV,R4
Kloaksvaber,10619,1,07/26/05,07/27/05,C117,1,POSITIV,R5
Kloaksvaber,10136,3,07/26/05,07/27/05,C106,1,POSITIV,R4
Kloaksvaber,10646,1,07/27/05,07/28/05,C122,1,POSITIV,R8
Kloaksvaber,10584,1,07/27/05,07/29/05,C131,1,POSITIV,R7
Kloaksvaber,10619,2,07/27/05,08/05/05,C184,1,NEGATIV,R5
Kloaksvaber,10181,1,07/27/05,07/28/05,C124,1,POSITIV,R3
Kloaksvaber,10335,2,07/27/05,07/28/05,C123,1,POSITIV,R4
Kloaksvaber,10008,1,07/27/05,07/29/05,C125,1,POSITIV,R2
Kloaksvaber,10335,1,07/27/05,08/05/05,C183,1,NEGATIV,R4
Kloaksvaber,10211,1,07/27/05,07/29/05,C134,1,NEGATIV,R1
Kloaksvaber,10615,2,07/27/05,07/29/05,C150,1,POSITIV,NA
Kloaksvaber,10619,3,07/27/05,08/05/05,C185,1,POSITIV,R5
Kloaksvaber,10584,2,07/27/05,07/28/05,C121,1,POSITIV,R7
Kloaksvaber,10181,1,07/27/05,07/29/05,C126,1,POSITIV,R3
Kloaksvaber,10342,2,07/28/05,07/29/05,C140,1,POSITIV,R3
Kloaksvaber,10089,7,07/28/05,07/29/05,C144,1,POSITIV,NA
Kloaksvaber,10134,1,07/28/05,07/29/05,C141,1,NEGATIV,R3
Kloaksvaber,10089,6,07/28/05,07/29/05,C143,1,POSITIV,NA
Kloaksvaber,10176,2,07/28/05,07/29/05,C138,1,POSITIV,R3
Kloaksvaber,10089,7,07/28/05,07/29/05,C129,1,POSITIV,NA
Kloaksvaber,10491,1,07/28/05,07/29/05,C147,1,NEGATIV,NA
Kloaksvaber,10604,3,07/28/05,07/29/05,C132,1,POSITIV,R3
Kloaksvaber,10089,5,07/28/05,07/29/05,C142,1,POSITIV,NA
Kloaksvaber,10342,1,07/28/05,07/29/05,C139,1,POSITIV,R3
Kloaksvaber,10619,4,07/28/05,08/05/05,C186,1,POSITIV,R5
Kloaksvaber,10089,8,07/29/05,08/02/05,C162,1,POSITIV,NA
Kloaksvaber,10604,2,07/29/05,08/02/05,C153,1,POSITIV,R3
Kloaksvaber,10089,15,07/29/05,08/02/05,C163,1,POSITIV,NA
Kloaksvaber,10604,2,07/29/05,08/02/05,C161,1,POSITIV,R3
Kloaksvaber,10089,16,07/29/05,08/02/05,C164,1,POSITIV,NA
Kloaksvaber,10491,2,07/29/05,08/02/05,C160,1,POSITIV,NA
Kloaksvaber,10362,1,07/29/05,08/02/05,C154,1,POSITIV,R2
Kloaksvaber,10604,1,07/29/05,08/02/05,C152,1,POSITIV,R3
Kloaksvaber,10362,2,07/29/05,08/02/05,C155,1,POSITIV,R2
Kloaksvaber,10089,9,08/01/05,08/02/05,C156,1,POSITIV,NA
Kloaksvaber,10383,2,08/01/05,08/05/05,C179,1,POSITIV,R1
Kloaksvaber,10491,1,08/01/05,08/02/05,C159,1,NEGATIV,NA
Kloaksvaber,10383,3,08/01/05,08/05/05,C180,1,POSITIV,R1
Kloaksvaber,10312,1,08/01/05,08/02/05,C166,1,POSITIV,R8
Kloaksvaber,10659,4,08/01/05,08/02/05,C165,1,NEGATIV,R3
Kloaksvaber,10312,2,08/01/05,08/02/05,C167,1,POSITIV,R8
Kloaksvaber,10659,3,08/01/05,08/02/05,C151,1,NEGATIV,R3
Kloaksvaber,10089,13,08/01/05,08/02/05,C157,1,POSITIV,NA
Kloaksvaber,10089,14,08/01/05,08/02/05,C158,1,POSITIV,NA
Kloaksvaber,10089,2,08/02/05,08/03/05,C168,1,POSITIV,NA
Kloaksvaber,10550,1,08/02/05,08/05/05,C178,1,POSITIV,NA
Kloaksvaber,10341,1,08/02/05,08/05/05,C207,1,POSITIV,R3
Kloaksvaber,10491,1,08/02/05,08/05/05,C194,1,NEGATIV,NA
Kloaksvaber,10089,11,08/02/05,08/03/05,C171,1,POSITIV,NA
Kloaksvaber,10089,10,08/02/05,08/03/05,C170,1,POSITIV,NA
Kloaksvaber,10089,12,08/02/05,08/03/05,C172,1,POSITIV,NA
Kloaksvaber,10175,1,08/02/05,08/05/05,C199,1,NEGATIV,R2
Kloaksvaber,10529,3,08/02/05,08/05/05,C198,1,NEGATIV,R7
Kloaksvaber,10089,2,08/02/05,08/05/05,C204,1,POSITIV,NA
Kloaksvaber,10089,1,08/02/05,08/05/05,C203,1,POSITIV,NA
Kloaksvaber,10089,9,08/02/05,08/03/05,C169,1,POSITIV,NA
Kloaksvaber,10491,2,08/02/05,08/05/05,C196,1,POSITIV,NA
Kloaksvaber,10175,2,08/02/05,08/05/05,C200,1,NEGATIV,R2
Kloaksvaber,10621,1,08/02/05,08/05/05,C187,1,NEGATIV,R1
Kloaksvaber,10668,1,08/03/05,08/05/05,C188,1,POSITIV,NA
Kloaksvaber,10668,2,08/03/05,08/05/05,C206,1,POSITIV,NA
Kloaksvaber,10175,3,08/03/05,08/05/05,C201,1,POSITIV,R2
Kloaksvaber,10089,4,08/03/05,08/05/05,C205,1,POSITIV,NA
Kloaksvaber,10089,2,08/03/05,08/04/05,C173,1,POSITIV,NA
Kloaksvaber,10175,4,08/03/05,08/05/05,C202,1,POSITIV,R2
Kloaksvaber,10491,1,08/03/05,08/05/05,C195,1,POSITIV,NA
Kloaksvaber,10560,2,08/03/05,08/04/05,C177,1,POSITIV,R8
Kloaksvaber,10089,3,08/03/05,08/04/05,C174,1,POSITIV,NA
Kloaksvaber,10560,1,08/03/05,08/04/05,C176,1,NEGATIV,R8
Kloaksvaber,10089,4,08/03/05,08/04/05,C175,1,POSITIV,NA
Kloaksvaber,10668,2,08/03/05,08/05/05,C189,1,POSITIV,NA
Kloaksvaber,10307,1,08/03/05,08/05/05,C209,1,POSITIV,R3
Kloaksvaber,10367,1,08/04/05,08/05/05,C181,1,POSITIV,R1
Kloaksvaber,10491,2,08/04/05,08/05/05,C197,1,POSITIV,NA
Kloaksvaber,10367,2,08/04/05,08/05/05,C182,1,NEGATIV,R1
Kloaksvaber,10307,2,08/04/05,08/05/05,C211,1,POSITIV,R3
Kloaksvaber,10153,2,08/04/05,08/05/05,C192,1,POSITIV,R3
Kloaksvaber,10153,1,08/04/05,08/05/05,C210,1,POSITIV,R3
Kloaksvaber,10367,1,08/04/05,08/05/05,C212,1,POSITIV,R1
Kloaksvaber,10545,1,08/04/05,08/05/05,C190,1,POSITIV,NA
Kloaksvaber,10666,1,08/04/05,08/05/05,C191,1,NEGATIV,R7
Kloaksvaber,10153,3,08/04/05,08/05/05,C193,1,POSITIV,R3
Kloaksvaber,10666,2,08/04/05,08/05/05,C208,1,NEGATIV,R7
Kloaksvaber,10666,1,08/04/05,08/05/05,C213,1,NEGATIV,R7
Kloaksvaber,10358,1,08/05/05,08/09/05,C228,1,NEGATIV,NA
Kloaksvaber,10153,4,08/05/05,08/09/05,C221,1,POSITIV,R3
Kloaksvaber,10529,3,08/05/05,08/09/05,C218,1,NEGATIV,R7
Kloaksvaber,10520,4,08/05/05,08/09/05,C223,1,POSITIV,R4
Kloaksvaber,10083,1,08/05/05,08/09/05,C214,1,POSITIV,R2
Kloaksvaber,10649,1,08/05/05,08/09/05,C224,1,NEGATIV,R8
Kloaksvaber,10545,2,08/05/05,08/09/05,C220,1,POSITIV,NA
Kloaksvaber,10083,2,08/05/05,08/09/05,C215,1,NEGATIV,R2
Kloaksvaber,10086,2,08/08/05,08/09/05,C217,1,NEGATIV,NA
Kloaksvaber,10337,1,08/08/05,08/09/05,C225,1,POSITIV,R3
Kloaksvaber,10520,1,08/08/05,08/09/05,C222,1,POSITIV,R4
Kloaksvaber,10086,1,08/08/05,08/09/05,C216,1,NEGATIV,NA
Kloaksvaber,10388,2,08/08/05,08/12/05,C248,1,POSITIV,R1
Kloaksvaber,10388,1,08/08/05,08/12/05,C247,1,POSITIV,R1
Kloaksvaber,10585,1,08/08/05,08/09/05,C226,1,POSITIV,R6
Kloaksvaber,10566,1,08/08/05,08/09/05,C219,1,NEGATIV,R3
Kloaksvaber,10491,2,08/08/05,08/09/05,C227,1,POSITIV,NA
Kloaksvaber,10356,3,08/09/05,08/12/05,C266,1,POSITIV,R2
Kloaksvaber,10388,2,08/09/05,08/10/05,C229,1,POSITIV,R1
Kloaksvaber,10520,2,08/09/05,08/10/05,C230,1,NEGATIV,R4
Kloaksvaber,10491,2,08/09/05,08/12/05,C236,1,POSITIV,NA
Kloaksvaber,10520,3,08/09/05,08/10/05,C231,1,POSITIV,R4
Kloaksvaber,10352,2,08/09/05,08/12/05,C259,1,NEGATIV,R1
Kloaksvaber,10164,2,08/09/05,08/12/05,C246,1,POSITIV,R5
Kloaksvaber,10352,1,08/09/05,08/12/05,C258,1,NEGATIV,R1
Kloaksvaber,10358,1,08/09/05,08/12/05,C238,1,NEGATIV,NA
Kloaksvaber,10352,2,08/09/05,08/12/05,C242,1,POSITIV,R1
Kloaksvaber,10164,1,08/09/05,08/12/05,C245,1,POSITIV,R5
Kloaksvaber,10529,3,08/09/05,08/12/05,C254,1,NEGATIV,R7
Kloaksvaber,10356,2,08/10/05,08/12/05,C265,1,POSITIV,R2
Kloaksvaber,10252,5,08/10/05,08/11/05,C235,1,POSITIV,R3
Kloaksvaber,10252,1,08/10/05,08/12/05,C260,1,POSITIV,R3
Kloaksvaber,10227,1,08/10/05,08/12/05,C262,1,POSITIV,R1
Kloaksvaber,10227,1,08/10/05,08/12/05,C241,1,NEGATIV,R1
Kloaksvaber,10356,1,08/10/05,08/12/05,C264,1,NEGATIV,R2
Kloaksvaber,10491,2,08/10/05,08/12/05,C237,1,POSITIV,NA
Kloaksvaber,10386,1,08/10/05,08/12/05,C244,1,POSITIV,R1
Kloaksvaber,10667,1,08/10/05,08/11/05,C232,1,POSITIV,R4
Kloaksvaber,10252,3,08/10/05,08/12/05,C261,1,POSITIV,R3
Kloaksvaber,10252,2,08/10/05,08/11/05,C233,1,POSITIV,R3
Kloaksvaber,10252,4,08/10/05,08/11/05,C234,1,POSITIV,R3
Kloaksvaber,10332,1,08/11/05,08/12/05,C252,1,NEGATIV,R3
Kloaksvaber,10332,2,08/11/05,08/12/05,C253,1,NEGATIV,R3
Kloaksvaber,10429,1,08/11/05,08/12/05,C257,1,NEGATIV,R3
Kloaksvaber,10227,2,08/11/05,08/12/05,C249,1,NEGATIV,R1
Kloaksvaber,10358,1,08/11/05,08/12/05,C239,1,NEGATIV,NA
Kloaksvaber,10141,6,08/11/05,08/12/05,C243,1,NEGATIV,R5
Kloaksvaber,10227,2,08/11/05,08/12/05,C263,1,NEGATIV,R1
Kloaksvaber,10411,1,08/11/05,08/12/05,C256,1,POSITIV,R1
Kloaksvaber,10190,1,08/11/05,08/12/05,C255,1,POSITIV,R3
Kloaksvaber,10005,1,08/11/05,08/12/05,C250,1,POSITIV,R6
Kloaksvaber,10403,1,08/11/05,08/12/05,C240,1,POSITIV,R1
Kloaksvaber,10005,2,08/11/05,08/12/05,C251,1,POSITIV,R6
Kloaksvaber,10248,4,08/12/05,08/15/05,C269,1,POSITIV,R8
Kloaksvaber,10248,5,08/12/05,08/15/05,C270,1,POSITIV,R8
Kloaksvaber,10191,1,08/12/05,08/17/05,C277,1,NEGATIV,NA
Kloaksvaber,10563,4,08/12/05,08/17/05,C288,1,POSITIV,R5
Kloaksvaber,10432,1,08/12/05,08/17/05,C286,1,NEGATIV,R2
Kloaksvaber,10332,3,08/12/05,08/15/05,C267,1,NEGATIV,R3
Kloaksvaber,10248,6,08/12/05,08/15/05,C271,1,NEGATIV,R8
Kloaksvaber,10561,1,08/12/05,08/15/05,C268,1,POSITIV,R8
Kloaksvaber,10563,5,08/12/05,08/17/05,C289,1,POSITIV,R5
Kloaksvaber,10402,2,08/15/05,08/17/05,C287,1,NEGATIV,R1
Kloaksvaber,10338,1,08/15/05,08/17/05,C285,1,NEGATIV,R3
Kloaksvaber,10169,7,08/15/05,08/16/05,C272,1,NEGATIV,R4
Kloaksvaber,10358,1,08/15/05,08/17/05,C278,1,NEGATIV,NA
Kloaksvaber,10141,5,08/15/05,08/17/05,C293,1,NEGATIV,R5
Kloaksvaber,10248,3,08/15/05,08/16/05,C275,1,POSITIV,R8
Kloaksvaber,10209,5,08/15/05,08/23/05,C340,1,NEGATIV,R1
Kloaksvaber,10141,4,08/15/05,08/17/05,C292,1,NEGATIV,R5
Kloaksvaber,10141,3,08/15/05,08/17/05,C291,1,NEGATIV,R5
Kloaksvaber,10248,2,08/15/05,08/16/05,C274,1,POSITIV,R8
Kloaksvaber,10500,13,08/15/05,08/16/05,C273,1,POSITIV,R4
Kloaksvaber,10142,1,08/15/05,08/23/05,C342,1,POSITIV,R5
Kloaksvaber,10248,1,08/15/05,08/16/05,C276,1,POSITIV,R8
Kloaksvaber,10209,1,08/15/05,08/23/05,C338,1,POSITIV,R1
Kloaksvaber,10141,2,08/15/05,08/17/05,C290,1,NEGATIV,R5
Kloaksvaber,10209,4,08/16/05,08/19/05,C308,1,NEGATIV,R1
Kloaksvaber,10191,1,08/16/05,08/19/05,C298,1,NEGATIV,NA
Kloaksvaber,10302,15,08/16/05,08/17/05,C281,1,NEGATIV,R4
Kloaksvaber,10529,4,08/16/05,08/19/05,C307,1,NEGATIV,R7
Kloaksvaber,10140,3,08/16/05,08/17/05,C284,1,POSITIV,R4
Kloaksvaber,10402,1,08/16/05,08/19/05,C309,1,NEGATIV,R1
Kloaksvaber,10328,1,08/16/05,08/17/05,C279,1,POSITIV,R8
Kloaksvaber,10358,1,08/16/05,08/19/05,C299,1,POSITIV,NA
Kloaksvaber,10209,2,08/16/05,08/23/05,C339,1,NEGATIV,R1
Kloaksvaber,10209,6,08/16/05,08/23/05,C341,1,POSITIV,R1
Kloaksvaber,10500,14,08/16/05,08/17/05,C280,1,POSITIV,R4
Kloaksvaber,10140,2,08/16/05,08/17/05,C283,1,NEGATIV,R4
Kloaksvaber,10634,1,08/16/05,08/19/05,C310,1,NEGATIV,R2
Kloaksvaber,10140,1,08/16/05,08/17/05,C282,1,NEGATIV,R4
Kloaksvaber,10501,8,08/17/05,08/18/05,C297,1,NEGATIV,NA
Kloaksvaber,10140,2,08/17/05,08/18/05,C295,1,NEGATIV,R4
Kloaksvaber,10372,2,08/17/05,08/23/05,C346,1,NEGATIV,R5
Kloaksvaber,10372,1,08/17/05,08/23/05,C345,1,NEGATIV,R5
Kloaksvaber,10441,2,08/17/05,08/19/05,C317,1,NEGATIV,R3
Kloaksvaber,10501,7,08/17/05,08/18/05,C296,1,NEGATIV,NA
Kloaksvaber,10358,1,08/17/05,08/19/05,C300,1,NEGATIV,NA
Kloaksvaber,10328,2,08/17/05,08/18/05,C294,1,POSITIV,R8
Kloaksvaber,10548,5,08/17/05,08/19/05,C315,1,POSITIV,R2
Kloaksvaber,10501,6,08/17/05,08/23/05,C343,1,NEGATIV,NA
Kloaksvaber,10441,1,08/17/05,08/19/05,C316,1,NEGATIV,R3
Kloaksvaber,10372,2,08/17/05,08/19/05,C311,1,NEGATIV,R5
Kloaksvaber,10548,3,08/18/05,08/23/05,C347,1,POSITIV,R2
Kloaksvaber,10548,4,08/18/05,08/19/05,C314,1,POSITIV,R2
Kloaksvaber,10603,2,08/18/05,08/19/05,C304,1,POSITIV,R3
Kloaksvaber,10532,NA,08/18/05,08/19/05,C302,1,POSITIV,R4
Kloaksvaber,10532,2,08/18/05,08/19/05,C303,1,POSITIV,R4
Kloaksvaber,10501,6,08/18/05,08/23/05,C344,1,NEGATIV,NA
Kloaksvaber,10572,1,08/18/05,08/19/05,C313,1,NEGATIV,R3
Kloaksvaber,10603,3,08/18/05,08/19/05,C305,1,POSITIV,R3
Kloaksvaber,10603,4,08/18/05,08/19/05,C306,1,POSITIV,R3
Kloaksvaber,10501,9,08/18/05,08/19/05,C301,1,NEGATIV,NA
Kloaksvaber,10535,1,08/18/05,08/19/05,C312,1,NEGATIV,R1
Kloaksvaber,10637,2,08/19/05,08/23/05,C336,1,NEGATIV,R3
Kloaksvaber,10295,2,08/19/05,08/23/05,C322,1,POSITIV,R7
Kloaksvaber,10529,4,08/19/05,08/23/05,C324,1,NEGATIV,R7
Kloaksvaber,10548,2,08/19/05,08/23/05,C323,1,POSITIV,R2
Kloaksvaber,10637,1,08/19/05,08/23/05,C335,1,POSITIV,R3
Kloaksvaber,10295,2,08/19/05,08/23/05,C333,1,POSITIV,R7
Kloaksvaber,10532,2,08/19/05,08/23/05,C332,1,POSITIV,R4
Kloaksvaber,10295,1,08/19/05,08/23/05,C321,1,NEGATIV,R7
Kloaksvaber,10438,1,08/22/05,08/23/05,C318,1,NEGATIV,R3
Kloaksvaber,10438,3,08/22/05,08/23/05,C320,1,NEGATIV,R3
Kloaksvaber,10233,2,08/22/05,08/23/05,C328,1,NEGATIV,R6
Kloaksvaber,10233,2,08/22/05,08/23/05,C325,1,NEGATIV,R6
Kloaksvaber,10241,1,08/22/05,09/06/05,C452,1,POSITIV,NA
Kloaksvaber,10233,1,08/22/05,08/23/05,C327,1,NEGATIV,R6
Kloaksvaber,10241,3,08/22/05,09/06/05,C454,1,POSITIV,NA
Kloaksvaber,10241,2,08/22/05,09/06/05,C453,1,POSITIV,NA
Kloaksvaber,10241,4,08/22/05,09/06/05,C455,1,POSITIV,NA
Kloaksvaber,10191,1,08/22/05,08/26/05,C394,1,POSITIV,NA
Kloaksvaber,10233,3,08/22/05,08/23/05,C329,1,NEGATIV,R6
Kloaksvaber,10629,3,08/22/05,08/23/05,C334,1,NEGATIV,R6
Kloaksvaber,10597,1,08/22/05,08/23/05,C330,1,POSITIV,R6
Kloaksvaber,10438,2,08/22/05,08/23/05,C319,1,POSITIV,R3
Kloaksvaber,10233,4,08/22/05,08/23/05,C326,1,NEGATIV,R6
Kloaksvaber,10618,2,08/23/05,09/06/05,C462,1,POSITIV,NA
Kloaksvaber,10377,1,08/23/05,09/06/05,C464,1,NEGATIV,R5
Kloaksvaber,10233,7,08/23/05,08/26/05,C387,1,NEGATIV,R6
Kloaksvaber,10246,4,08/23/05,08/24/05,C359,1,POSITIV,R3
Kloaksvaber,10597,2,08/23/05,08/23/05,C331,1,POSITIV,R6
Kloaksvaber,10526,3,08/23/05,08/26/05,C384,1,NEGATIV,R3
Kloaksvaber,10562,2,08/23/05,08/24/05,C358,1,NEGATIV,R8
Kloaksvaber,10233,6,08/23/05,08/24/05,C356,1,NEGATIV,R6
Kloaksvaber,10233,4,08/23/05,08/24/05,C355,1,NEGATIV,R6
Kloaksvaber,10233,5,08/23/05,08/26/05,C385,1,NEGATIV,R6
Kloaksvaber,10529,4,08/23/05,08/26/05,C372,1,NEGATIV,R7
Kloaksvaber,10233,6,08/23/05,08/26/05,C386,1,NEGATIV,R6
Kloaksvaber,10233,8,08/23/05,08/26/05,C388,1,NEGATIV,R6
Kloaksvaber,10562,1,08/23/05,08/24/05,C357,1,NEGATIV,R8
Kloaksvaber,10246,2,08/24/05,08/26/05,C378,1,NEGATIV,R3
Kloaksvaber,10137,1,08/24/05,09/06/05,C463,1,POSITIV,R5
Kloaksvaber,10618,2,08/24/05,08/26/05,C374,1,NEGATIV,NA
Kloaksvaber,10244,2,08/24/05,08/25/05,C367,1,NEGATIV,R4
Kloaksvaber,10246,1,08/24/05,08/26/05,C377,1,POSITIV,R3
Kloaksvaber,10244,6,08/24/05,08/25/05,C369,1,NEGATIV,R4
Kloaksvaber,10246,2,08/24/05,08/25/05,C364,1,NEGATIV,R3
Kloaksvaber,10226,9,08/24/05,08/25/05,C365,1,NEGATIV,NA
Kloaksvaber,10137,1,08/24/05,08/26/05,C373,1,POSITIV,R5
Kloaksvaber,10244,1,08/24/05,08/25/05,C366,1,NEGATIV,R4
Kloaksvaber,10191,1,08/24/05,08/26/05,C395,1,POSITIV,NA
Kloaksvaber,10526,2,08/24/05,08/26/05,C383,1,NEGATIV,R3
Kloaksvaber,10526,1,08/24/05,08/26/05,C382,1,NEGATIV,R3
Kloaksvaber,10384,1,08/24/05,09/06/05,C458,1,NEGATIV,R1
Kloaksvaber,10244,5,08/24/05,08/25/05,C368,1,NEGATIV,R4
Kloaksvaber,10394,10,08/25/05,08/26/05,C375,1,POSITIV,R4
Kloaksvaber,10390,1,08/25/05,08/26/05,C379,1,NEGATIV,R1
Kloaksvaber,10300,12,08/25/05,08/26/05,C391,1,POSITIV,R4
Kloaksvaber,10244,3,08/25/05,09/06/05,C460,1,POSITIV,R4
Kloaksvaber,10390,2,08/25/05,08/26/05,C380,1,NEGATIV,R1
Kloaksvaber,10384,2,08/25/05,09/06/05,C459,1,POSITIV,R1
Kloaksvaber,10244,4,08/25/05,08/26/05,C389,1,POSITIV,R4
Kloaksvaber,10300,13,08/25/05,08/26/05,C393,1,POSITIV,R4
Kloaksvaber,10394,9,08/25/05,08/26/05,C390,1,POSITIV,R4
Kloaksvaber,10449,1,08/25/05,08/26/05,C376,1,POSITIV,R5
Kloaksvaber,10196,4,08/26/05,08/30/05,C408,1,NEGATIV,R3
Kloaksvaber,10196,2,08/26/05,08/30/05,C406,1,NEGATIV,R3
Kloaksvaber,10196,3,08/26/05,08/30/05,C407,1,NEGATIV,R3
Kloaksvaber,10632,1,08/26/05,08/30/05,C402,1,POSITIV,R6
Kloaksvaber,10187,1,08/26/05,08/30/05,C409,1,NEGATIV,R8
Kloaksvaber,10178,2,08/26/05,08/30/05,C417,1,POSITIV,NA
Kloaksvaber,10375,2,08/26/05,08/30/05,C415,1,NEGATIV,R7
Kloaksvaber,10187,2,08/26/05,08/30/05,C410,1,NEGATIV,R8
Kloaksvaber,10375,1,08/26/05,08/30/05,C405,1,POSITIV,R7
Kloaksvaber,10630,3,08/28/05,08/30/05,C404,1,NEGATIV,R6
Kloaksvaber,10415,1,08/29/05,08/30/05,C403,1,POSITIV,NA
Kloaksvaber,10574,1,08/29/05,08/30/05,C399,1,NEGATIV,R6
Kloaksvaber,10394,11,08/29/05,08/30/05,C413,1,POSITIV,R4
Kloaksvaber,10394,10,08/29/05,08/30/05,C412,1,POSITIV,R4
Kloaksvaber,10394,14,08/29/05,08/30/05,C414,1,POSITIV,R4
Kloaksvaber,10574,1,08/29/05,08/30/05,C416,1,NEGATIV,R6
Kloaksvaber,10381,1,08/29/05,08/30/05,C401,1,POSITIV,R1
Kloaksvaber,10178,2,08/29/05,08/30/05,C418,1,POSITIV,NA
Kloaksvaber,10554,2,08/30/05,09/06/05,C457,1,POSITIV,R1
Kloaksvaber,10543,1,08/30/05,08/31/05,C425,1,NEGATIV,R7
Kloaksvaber,10207,1,08/30/05,09/02/05,C440,1,NEGATIV,R5
Kloaksvaber,10420,2,08/30/05,09/02/05,C443,1,NEGATIV,R5
Kloaksvaber,10368,1,08/30/05,09/06/05,C461,1,POSITIV,R1
Kloaksvaber,10178,2,08/30/05,09/05/05,C451,1,POSITIV,NA
