Materialeart,Jnr,Dyrnr,Chrnr,Epi.nr,Prvdato,Resultat,region
Kloaksvaber,B13604,1,10248,2,03/15/05,POS,R8
Kloaksvaber,B13609,1,10560,1,03/16/05,NEG,R8
Kloaksvaber,B13610,1,10560,2,03/16/05,NEG,R8
Kloaksvaber,B13611,1,10667,1,03/16/05,NEG,R4
Kloaksvaber,B13612,1,10566,1,03/15/05,NEG,R3
Kloaksvaber,B13613,1,10603,2,03/15/05,NEG,R3
Kloaksvaber,B13614,1,10603,4,03/15/05,NEG,R3
Kloaksvaber,B13615,1,10604,3,03/15/05,NEG,R3
Kloaksvaber,B13616,1,10604,1,03/15/05,NEG,R3
Kloaksvaber,B13617,1,10190,1,03/16/05,NEG,R3
Kloaksvaber,B13618,1,10597,1,03/16/05,NEG,R6
Kloaksvaber,B13619,1,10597,2,03/16/05,NEG,R6
Kloaksvaber,B13620,1,10332,2,03/16/05,NEG,R3
Kloaksvaber,B13621,1,10668,2,03/17/05,NEG,NA
Kloaksvaber,B13622,1,10388,2,03/17/05,NEG,R1
Kloaksvaber,B13623,1,10005,1,03/17/05,NEG,R6
Kloaksvaber,B13624,1,10005,2,03/17/05,NEG,R6
Kloaksvaber,B13625,1,10432,1,03/17/05,NEG,R2
Kloaksvaber,B13626,1,10332,1,03/17/05,NEG,R3
Kloaksvaber,B13627,1,10332,3,03/17/05,NEG,R3
Kloaksvaber,B13628,1,10666,1,03/17/05,NEG,R7
Kloaksvaber,B13629,1,10666,2,03/17/05,NEG,R7
Kloaksvaber,B13630,1,10178,2,03/15/05,POS,NA
Kloaksvaber,B13631,1,10615,1,03/16/05,POS,NA
Kloaksvaber,B13633,1,10227,2,03/21/05,NEG,R1
Kloaksvaber,B13634,1,10411,1,03/18/05,POS,R1
Kloaksvaber,B13635,1,10367,2,03/18/05,NEG,R1
Kloaksvaber,B13636,1,10403,1,03/21/05,NEG,R1
Kloaksvaber,B13637,1,10252,5,03/21/05,NEG,R3
Kloaksvaber,B13638,1,10337,1,03/21/05,NEG,R3
Kloaksvaber,B13639,1,10500,3,03/21/05,NEG,R4
Kloaksvaber,B13640,1,10500,4,03/21/05,NEG,R4
Kloaksvaber,B13641,1,10302,5,03/21/05,NEG,R4
Kloaksvaber,B13642,1,10649,1,03/18/05,NEG,R8
Kloaksvaber,B13643,1,10545,1,03/18/05,NEG,NA
Kloaksvaber,B13644,1,10545,2,03/18/05,NEG,NA
Kloaksvaber,B13645,1,10140,1,03/21/05,NEG,R4
Kloaksvaber,B13646,1,10140,2,03/21/05,NEG,R4
Kloaksvaber,B13647,1,10140,3,03/21/05,NEG,R4
Kloaksvaber,B13648,1,10618,2,03/16/05,POS,NA
Kloaksvaber,B13649,1,10086,1,03/14/05,NEG,NA
Kloaksvaber,B13650,1,10086,2,03/14/05,NEG,NA
Kloaksvaber,B13651,1,10668,1,03/15/05,NEG,NA
Kloaksvaber,B13652,1,10668,2,03/16/05,NEG,NA
Kloaksvaber,B13653,1,10367,1,03/17/05,NEG,R1
Kloaksvaber,B13632,1,10388,1,03/18/05,NEG,R1
Kloaksvaber,B13654,1,10227,1,03/23/05,NEG,R1
Kloaksvaber,B13655,1,10241,1,03/29/05,NEG,NA
Kloaksvaber,B13656,1,10241,2,03/29/05,NEG,NA
Kloaksvaber,B13657,1,10142,1,03/22/05,NEG,R5
Kloaksvaber,B13658,1,10209,1,03/21/05,NEG,R1
Kloaksvaber,B13659,1,10209,2,03/21/05,NEG,R1
Kloaksvaber,B13660,1,10209,4,03/23/05,NEG,R1
Kloaksvaber,B13661,1,10209,5,03/21/05,NEG,R1
Kloaksvaber,B13662,1,10209,6,03/22/05,NEG,R1
Kloaksvaber,B13663,1,10178,2,03/18/05,POS,NA
Kloaksvaber,B13665,1,10178,3,03/22/05,POS,NA
Kloaksvaber,B13666,1,10178,3,03/23/05,POS,NA
Kloaksvaber,B13667,1,10178,3,03/29/05,POS,NA
Kloaksvaber,B13664,1,10178,2,03/21/05,POS,NA
Kloaksvaber,B13668,1,10501,8,03/30/05,NEG,NA
Kloaksvaber,B13670,1,10548,3,03/30/05,NEG,R2
Kloaksvaber,B13671,1,10548,4,03/30/05,NEG,R2
Kloaksvaber,B13672,1,10548,5,03/30/05,NEG,R2
Kloaksvaber,B13673,1,10548,2,03/29/05,NEG,R2
Kloaksvaber,B13674,1,10529,1,03/29/05,NEG,R7
Kloaksvaber,B13675,1,10529,2,03/29/05,NEG,R7
Kloaksvaber,B13676,1,10141,6,03/23/05,NEG,R5
Kloaksvaber,B13677,1,10252,1,03/22/05,NEG,R3
Kloaksvaber,B13678,1,10252,4,03/22/05,NEG,R3
Kloaksvaber,B13679,1,10233,7,03/29/05,NEG,R6
Kloaksvaber,B13680,1,10233,8,03/29/05,NEG,R6
Kloaksvaber,B13681,1,10244,1,03/22/05,NEG,R4
Kloaksvaber,B13682,1,10244,2,03/23/05,NEG,R4
Kloaksvaber,B13683,1,10244,3,03/23/05,NEG,R4
Kloaksvaber,B13684,1,10244,4,03/22/05,NEG,R4
Kloaksvaber,B13685,1,10244,5,03/23/05,NEG,R4
Kloaksvaber,B13669,1,10548,2,03/30/05,NEG,R2
Kloaksvaber,B13686,1,10244,6,03/22/05,NEG,R4
Kloaksvaber,B13687,1,10227,1,03/23/05,NEG,R1
Kloaksvaber,B13688,1,10561,1,03/22/05,NEG,R8
Kloaksvaber,B13689,1,10402,1,03/30/05,NEG,R1
Kloaksvaber,B13690,1,10402,2,03/30/05,NEG,R1
Kloaksvaber,B13691,1,10141,2,03/23/05,NEG,R5
Kloaksvaber,B13692,1,10141,3,03/23/05,NEG,R5
Kloaksvaber,B13693,1,10141,4,03/23/05,NEG,R5
Kloaksvaber,B13694,1,10141,5,03/23/05,NEG,R5
Kloaksvaber,B13695,1,10141,6,03/23/05,NEG,R5
Kloaksvaber,B13696,1,10156,2,03/31/05,NEG,NA
Kloaksvaber,B13697,1,10156,4,03/31/05,POS,NA
Kloaksvaber,B13698,1,10156,5,03/31/05,NEG,NA
Kloaksvaber,B13699,1,10338,1,03/23/05,NEG,R3
Kloaksvaber,B13700,1,10252,2,03/22/05,NEG,R3
Kloaksvaber,B13701,1,10252,3,03/22/05,NEG,R3
Kloaksvaber,B13702,1,10252,4,03/22/05,NEG,R3
Kloaksvaber,B13703,1,10629,3,03/31/05,NEG,R6
Kloaksvaber,B13704,1,10632,1,03/31/05,NEG,R6
Kloaksvaber,B13705,1,10501,7,03/31/05,NEG,NA
Kloaksvaber,B13706,1,10501,9,03/31/05,NEG,NA
Kloaksvaber,B13707,1,10615,2,03/31/05,POS,NA
Kloaksvaber,B13708,1,10178,3,03/30/05,POS,NA
Kloaksvaber,B13709,1,10233,1,03/26/05,NEG,R6
Kloaksvaber,B13710,1,10233,2,03/26/05,NEG,R6
Kloaksvaber,B13711,1,10233,3,03/26/05,NEG,R6
Kloaksvaber,B13712,1,10233,4,03/26/05,NEG,R6
Kloaksvaber,B13713,1,10233,5,03/26/05,NEG,R6
Kloaksvaber,B13714,1,10233,6,03/26/05,NEG,R6
Kloaksvaber,B13715,1,10233,7,03/23/05,NEG,R6
Kloaksvaber,B13716,1,10233,8,03/23/05,NEG,R6
Kloaksvaber,B13717,1,10352,1,03/29/05,NEG,R1
Kloaksvaber,B13718,1,10352,2,03/29/05,NEG,R1
Kloaksvaber,B13719,1,10548,2,03/29/05,NEG,R2
Kloaksvaber,B13720,1,10548,5,03/30/05,NEG,R2
Kloaksvaber,B13721,1,10252,5,03/22/05,NEG,R3
Kloaksvaber,B13722,1,10356,1,03/30/05,NEG,R2
Kloaksvaber,B13723,1,10356,2,03/31/05,NEG,R2
Kloaksvaber,B13724,1,10356,3,03/29/05,NEG,R2
Kloaksvaber,B13725,1,10438,1,04/04/05,NEG,R3
Kloaksvaber,B13726,1,10438,2,04/04/05,NEG,R3
Kloaksvaber,B13727,1,10438,3,04/04/05,NEG,R3
Kloaksvaber,B13728,1,10563,4,04/01/05,POS,R5
Kloaksvaber,B13729,1,10563,5,04/01/05,POS,R5
Kloaksvaber,B13730,1,10156,3,04/01/05,NEG,NA
Kloaksvaber,B13731,1,10196,2,04/04/05,NEG,R3
Kloaksvaber,B13732,1,10196,3,04/04/05,NEG,R3
Kloaksvaber,B13733,1,10377,1,04/04/05,NEG,R5
Kloaksvaber,B13734,1,10449,1,03/31/05,NEG,R5
Kloaksvaber,B13735,1,10402,1,03/30/05,NEG,R1
Kloaksvaber,B13736,1,10372,1,03/31/05,NEG,R5
Kloaksvaber,B13737,1,10372,2,03/30/05,NEG,R5
Kloaksvaber,B13738,1,10241,3,03/29/05,NEG,NA
Kloaksvaber,B13739,1,10241,4,03/29/05,NEG,NA
Kloaksvaber,B13740,1,10615,2,04/01/05,POS,NA
Kloaksvaber,B13741,1,10615,2,04/04/05,POS,NA
Kloaksvaber,B13742,1,10562,1,04/05/05,NEG,R8
Kloaksvaber,B13743,1,10245,1,04/05/05,NEG,R4
Kloaksvaber,B13744,1,10245,2,04/05/05,NEG,R4
Kloaksvaber,B13745,1,10245,3,04/05/05,NEG,R4
Kloaksvaber,B13746,1,10245,4,04/05/05,NEG,R4
Kloaksvaber,B13747,1,10501,6,04/01/05,NEG,NA
Kloaksvaber,B13748,1,10637,1,04/01/05,NEG,R3
Kloaksvaber,B13749,1,10637,2,04/01/05,NEG,R3
Kloaksvaber,B13750,1,10193,8,04/04/05,POS,R7
Kloaksvaber,B13751,1,10562,1,04/04/05,NEG,R8
Kloaksvaber,B13752,1,10562,2,04/04/05,NEG,R8
Kloaksvaber,B13753,1,10600,2,04/06/05,NEG,R4
Kloaksvaber,B13754,1,10295,1,04/06/05,NEG,R7
Kloaksvaber,B13755,1,10245,4,04/06/05,NEG,R4
Kloaksvaber,B13756,1,10245,25,04/06/05,NEG,R4
Kloaksvaber,B13757,1,10328,1,04/06/05,NEG,R8
Kloaksvaber,B13758,1,10615,2,04/05/05,POS,NA
Kloaksvaber,B13759,1,10615,2,04/06/05,POS,NA
Kloaksvaber,B13760,1,10491,1,04/05/05,POS,NA
Kloaksvaber,B13761,1,10491,1,04/07/05,POS,NA
Kloaksvaber,B13762,1,10596,3,04/07/05,NEG,R5
Kloaksvaber,B13763,1,10328,2,04/07/05,NEG,R8
Kloaksvaber,B13764,1,10600,3,04/07/05,NEG,R4
Kloaksvaber,B13765,1,10226,9,04/07/05,NEG,NA
Kloaksvaber,B13766,1,10535,1,04/07/05,NEG,R1
Kloaksvaber,B13767,1,10226,9,04/07/05,NEG,NA
Kloaksvaber,B13768,1,10137,1,04/07/05,NEG,R5
Kloaksvaber,B13769,1,10634,1,04/06/05,NEG,R2
Kloaksvaber,B13770,1,10295,2,04/06/05,NEG,R7
Kloaksvaber,B13771,1,10196,4,04/05/05,NEG,R3
Kloaksvaber,B13772,1,10224,1,04/05/05,NEG,R5
Kloaksvaber,B13773,1,10224,2,04/05/05,NEG,R5
Kloaksvaber,B13774,1,10246,2,04/07/05,NEG,R3
Kloaksvaber,B13775,1,10246,4,04/07/05,POS,R3
Kloaksvaber,B13776,1,10630,1,04/05/05,NEG,R6
Kloaksvaber,B13777,1,10630,2,04/06/05,NEG,R6
Kloaksvaber,B13778,1,10630,3,04/06/05,NEG,R6
Kloaksvaber,B13779,1,10441,1,04/11/05,NEG,R3
Kloaksvaber,B13780,1,10441,2,04/11/05,NEG,R3
Kloaksvaber,B13781,1,10279,2,04/11/05,NEG,R6
Kloaksvaber,B13782,1,10246,1,04/08/05,POS,R3
Kloaksvaber,B13783,1,10033,1,04/11/05,NEG,R3
Kloaksvaber,B13784,1,10572,1,04/08/05,NEG,R3
Kloaksvaber,B13785,1,10200,1,04/08/05,NEG,R2
Kloaksvaber,B13786,1,10200,2,04/08/05,NEG,R2
Kloaksvaber,B13788,1,10532,1,04/08/05,NEG,R4
Kloaksvaber,B13789,1,10532,2,04/08/05,NEG,R4
Kloaksvaber,B13790,1,10572,1,04/08/05,NEG,R3
Kloaksvaber,B13791,1,10033,2,04/11/05,NEG,R3
Kloaksvaber,B13792,1,10153,1,04/11/05,POS,R3
Kloaksvaber,B13793,1,10153,2,04/11/05,POS,R3
Kloaksvaber,B13794,1,10153,4,04/11/05,POS,R3
Kloaksvaber,B13795,1,10193,2,04/11/05,POS,R7
Kloaksvaber,B13796,1,10193,5,04/08/05,NEG,R7
Kloaksvaber,B13787,1,10200,3,01/08/05,NEG,R2
Kloaksvaber,B13797,1,10129,1,04/12/05,NEG,R7
Kloaksvaber,B13798,1,10129,3,04/12/05,NEG,R7
Kloaksvaber,B13799,1,10394,10,04/12/05,NEG,R4
Kloaksvaber,B13800,1,10394,11,04/12/05,NEG,R4
Kloaksvaber,B13801,1,10137,1,04/06/05,NEG,R5
Kloaksvaber,B13802,1,10386,1,04/04/05,NEG,R1
Kloaksvaber,B13803,1,10384,1,04/07/05,NEG,R1
Kloaksvaber,B13805,1,10420,2,04/05/05,NEG,R5
Kloaksvaber,B13806,1,10596,3,04/07/05,NEG,R5
Kloaksvaber,B13807,1,10165,1,04/11/05,NEG,R5
Kloaksvaber,B13809,1,10165,3,04/11/05,NEG,R5
Kloaksvaber,B10521,1,10250,5,02/16/04,NEG,R2
Kloaksvaber,B12764,1,10554,2,11/25/04,NEG,R1
Kloaksvaber,B13804,1,10420,1,04/06/05,NEG,R5
Kloaksvaber,B13808,1,10165,2,04/11/05,NEG,R5
Kloaksvaber,B13810,1,10574,1,04/13/05,NEG,R6
Kloaksvaber,B13811,1,10394,11,04/13/05,NEG,R4
Kloaksvaber,B13812,1,10300,12,04/13/05,POS,R4
Kloaksvaber,B13813,1,10300,13,04/13/05,POS,R4
Kloaksvaber,B13814,1,10543,2,04/13/05,NEG,R7
Kloaksvaber,B13815,1,10435,1,04/12/05,NEG,R2
Kloaksvaber,B13817,1,10415,1,04/13/05,NEG,NA
Kloaksvaber,B13818,1,10331,1,04/12/05,NEG,R6
Kloaksvaber,B13819,1,10390,1,04/14/05,NEG,R1
Kloaksvaber,B13820,1,10543,1,04/13/05,NEG,R7
Kloaksvaber,B13821,1,10253,1,04/13/05,NEG,R2
Kloaksvaber,B13822,1,10129,1,04/12/05,NEG,R7
Kloaksvaber,B13823,1,10430,1,04/14/05,NEG,R3
Kloaksvaber,B13824,1,10430,3,04/14/05,NEG,R3
Kloaksvaber,B13825,1,10491,1,04/12/05,POS,NA
Kloaksvaber,B13826,1,10491,1,04/11/05,POS,NA
Kloaksvaber,B13827,1,10491,1,04/08/05,POS,NA
Kloaksvaber,B13828,1,10491,1,04/13/05,POS,NA
Kloaksvaber,B13829,1,10491,2,04/14/05,NEG,NA
Kloaksvaber,B13830,1,10491,2,04/12/05,NEG,NA
Kloaksvaber,B13831,1,10187,1,04/14/05,NEG,R8
Kloaksvaber,B13832,1,10187,2,04/14/05,NEG,R8
Kloaksvaber,B13833,1,10390,2,04/14/05,NEG,R1
Kloaksvaber,B13834,1,10543,1,04/14/05,NEG,R7
Kloaksvaber,B13816,1,10153,3,04/12/05,POS,R3
Kloaksvaber,B13835,1,10491,2,04/15/05,NEG,NA
Kloaksvaber,B13836,1,10491,2,04/18/05,NEG,NA
Kloaksvaber,B13837,1,10384,2,04/12/05,NEG,R1
Kloaksvaber,B13838,1,10381,1,04/18/05,NEG,R1
Kloaksvaber,B13839,1,10390,2,04/14/05,NEG,R1
Kloaksvaber,B13840,1,10111,1,04/13/05,NEG,R5
Kloaksvaber,B13841,1,10111,2,04/13/05,NEG,R5
Kloaksvaber,B13842,1,10111,3,04/14/05,NEG,R5
Kloaksvaber,B13843,1,10033,3,04/18/05,POS,R3
Kloaksvaber,B13844,1,10127,5,04/18/05,NEG,R4
Kloaksvaber,B13845,1,10325,1,04/15/05,NEG,R8
Kloaksvaber,B13846,1,10325,2,04/15/05,NEG,R8
Kloaksvaber,B13847,1,10311,1,04/18/05,NEG,NA
Kloaksvaber,B13848,1,10486,1,04/15/05,NEG,R8
Kloaksvaber,B13849,1,10375,1,04/15/05,NEG,R7
Kloaksvaber,B13850,1,10526,2,04/15/05,NEG,R3
Kloaksvaber,B13851,1,10207,1,04/18/05,NEG,R5
Kloaksvaber,B13852,1,10205,1,04/15/05,NEG,R2
Kloaksvaber,B13853,1,10381,1,04/18/05,NEG,R1
Kloaksvaber,B13854,1,10100,1,04/18/05,NEG,R1
Kloaksvaber,B13855,1,10100,2,04/18/05,POS,R1
Kloaksvaber,B13856,1,10375,1,04/15/05,NEG,R7
Kloaksvaber,B13857,1,10375,2,04/15/05,NEG,R7
Kloaksvaber,B13858,1,10342,1,04/19/05,NEG,R3
Kloaksvaber,B13859,1,10342,2,04/19/05,NEG,R3
Kloaksvaber,B13860,1,10660,1,04/19/05,NEG,R4
Kloaksvaber,B13861,1,10127,4,04/19/05,NEG,R4
Kloaksvaber,B13862,1,10127,6,04/19/05,NEG,R4
Kloaksvaber,B13863,1,10320,1,04/20/05,NEG,NA
Kloaksvaber,B13864,1,10320,2,04/20/05,NEG,NA
Kloaksvaber,B13865,1,10660,1,04/20/05,NEG,R4
Kloaksvaber,B13866,1,10660,2,04/20/05,NEG,R4
Kloaksvaber,B13867,1,10358,1,04/21/05,NEG,NA
Kloaksvaber,B13868,1,10358,1,04/25/05,NEG,NA
Kloaksvaber,B13869,1,10358,1,04/19/05,NEG,NA
Kloaksvaber,B13870,1,10491,2,04/19/05,NEG,NA
Kloaksvaber,B13871,1,10491,2,04/20/05,NEG,NA
Kloaksvaber,B13872,1,10089,3,04/25/05,POS,NA
Kloaksvaber,B13873,1,10089,4,04/25/05,POS,NA
Kloaksvaber,B13874,1,10089,7,04/25/05,POS,NA
Kloaksvaber,B13875,1,10076,1,04/21/05,NEG,R5
Kloaksvaber,B13876,1,10076,2,04/21/05,NEG,R5
Kloaksvaber,B13877,1,10076,3,04/21/05,NEG,R5
Kloaksvaber,B13878,1,10266,1,04/21/05,NEG,R6
Kloaksvaber,B13880,1,10211,3,04/20/05,NEG,R1
Kloaksvaber,B13881,1,10211,4,04/20/05,NEG,R1
Kloaksvaber,B13882,1,10211,5,04/20/05,NEG,R1
Kloaksvaber,B13883,1,10250,1,04/20/05,NEG,R2
Kloaksvaber,B13884,1,10250,2,04/19/05,NEG,R2
Kloaksvaber,B13885,1,10250,3,04/19/05,NEG,R2
Kloaksvaber,B13887,1,10250,5,04/19/05,NEG,R2
Kloaksvaber,B13888,1,10250,6,04/19/05,NEG,R2
Kloaksvaber,B13889,1,10537,1,04/21/05,NEG,R4
Kloaksvaber,B13890,1,10136,3,04/21/05,NEG,R4
Kloaksvaber,B13891,1,10389,2,04/25/05,NEG,R1
Kloaksvaber,B13892,1,10341,1,04/19/05,NEG,R3
Kloaksvaber,B13893,1,10089,1,04/25/05,NEG,NA
Kloaksvaber,B13894,1,10089,2,04/25/05,NEG,NA
Kloaksvaber,B13895,1,10089,8,04/25/05,POS,NA
Kloaksvaber,B13896,1,10537,1,04/25/05,NEG,R4
Kloaksvaber,B13897,1,10537,2,04/21/05,NEG,R4
Kloaksvaber,B13898,1,10136,4,04/21/05,NEG,R4
Kloaksvaber,B13899,1,10136,4,04/25/05,NEG,R4
Kloaksvaber,B13900,1,10327,1,04/21/05,NEG,R8
Kloaksvaber,B13901,1,10327,2,04/21/05,NEG,R8
Kloaksvaber,B13879,1,10266,2,04/20/05,NEG,R6
Kloaksvaber,B13886,1,10250,4,04/19/05,NEG,R2
Kloaksvaber,B13902,1,10089,16,04/26/05,NEG,NA
Kloaksvaber,B13903,1,10089,15,04/26/05,NEG,NA
Kloaksvaber,B13904,1,10089,10,04/26/05,NEG,NA
Kloaksvaber,B13905,1,10089,13,04/27/05,NEG,NA
Kloaksvaber,B13906,1,10619,3,04/25/05,NEG,R5
Kloaksvaber,B13907,1,10619,4,04/25/05,NEG,R5
Kloaksvaber,B13908,1,10554,1,04/19/05,NEG,R1
Kloaksvaber,B13909,1,10554,2,04/19/05,NEG,R1
Kloaksvaber,B13910,1,10211,1,04/20/05,NEG,R1
Kloaksvaber,B13911,1,10211,2,04/20/05,NEG,R1
Kloaksvaber,B13912,1,10211,6,04/20/05,NEG,R1
Kloaksvaber,B13913,1,10389,1,04/26/05,NEG,R1
Kloaksvaber,B13914,1,10368,1,04/18/05,NEG,R1
Kloaksvaber,B13915,1,10135,1,04/27/05,NEG,R6
Kloaksvaber,B13916,1,10089,14,04/27/05,NEG,NA
Kloaksvaber,B13917,1,10584,1,04/27/05,NEG,R7
Kloaksvaber,B13918,1,10584,2,04/27/05,NEG,R7
Kloaksvaber,B13919,1,10619,1,04/28/05,NEG,R5
Kloaksvaber,B13920,1,10585,1,04/27/05,NEG,R6
Kloaksvaber,B13921,1,10135,1,04/27/05,NEG,R6
Kloaksvaber,B13922,1,10181,1,04/26/05,POS,R3
Kloaksvaber,B13923,1,10576,1,04/28/05,NEG,R6
Kloaksvaber,B13924,1,10362,1,04/27/05,NEG,R2
Kloaksvaber,B13925,1,10362,2,04/27/05,POS,R2
Kloaksvaber,B13926,1,10176,1,04/28/05,NEG,R3
Kloaksvaber,B13927,1,10176,2,04/28/05,NEG,R3
Kloaksvaber,B13928,1,10550,1,04/28/05,NEG,NA
Kloaksvaber,B13929,1,10383,2,04/28/05,POS,R1
Kloaksvaber,B13930,1,10089,8,04/26/05,NEG,NA
Kloaksvaber,B13931,1,10089,9,04/26/05,NEG,NA
Kloaksvaber,B13932,1,10089,11,04/26/05,NEG,NA
Kloaksvaber,B13933,1,10089,12,04/26/05,NEG,NA
Kloaksvaber,B13934,1,10358,1,04/26/05,NEG,NA
Kloaksvaber,B13935,1,10358,1,04/27/05,NEG,NA
Kloaksvaber,B13936,1,10191,1,04/26/05,NEG,NA
Kloaksvaber,B13937,1,10191,1,04/28/05,NEG,NA
Kloaksvaber,B13938,1,10576,1,04/28/05,NEG,R6
Kloaksvaber,B13939,1,1,1,04/28/05,NEG,NA
Kloaksvaber,B13940,1,10312,1,04/28/05,NEG,R8
Kloaksvaber,B13941,1,10312,2,04/28/05,NEG,R8
Kloaksvaber,B13942,1,10367,2,05/02/05,NEG,R1
Kloaksvaber,B13943,1,10604,1,04/29/05,NEG,R3
Kloaksvaber,B13944,1,10604,2,04/29/05,NEG,R3
Kloaksvaber,B13945,1,10604,3,04/29/05,NEG,R3
Kloaksvaber,B13946,1,10307,1,04/29/05,NEG,R3
Kloaksvaber,B13947,1,10307,1,05/02/05,NEG,R3
Kloaksvaber,B13948,1,10307,2,04/29/05,NEG,R3
Kloaksvaber,B13949,1,10307,2,05/02/05,NEG,R3
Kloaksvaber,B13950,1,10659,4,04/29/05,NEG,R3
Kloaksvaber,B13951,1,10659,4,05/02/05,NEG,R3
Kloaksvaber,B13952,1,10178,1,04/29/05,POS,NA
Kloaksvaber,B13953,1,10191,1,05/03/05,POS,NA
Kloaksvaber,B13954,1,10604,1,04/29/05,NEG,R3
Kloaksvaber,B13955,1,10312,2,04/29/05,NEG,R8
Kloaksvaber,B13956,1,10646,1,04/29/05,NEG,R8
Kloaksvaber,B13957,1,10083,1,04/29/05,NEG,R2
Kloaksvaber,B13958,1,10083,2,04/29/05,NEG,R2
Kloaksvaber,B13959,1,10520,1,05/02/05,NEG,R4
Kloaksvaber,B13960,1,10520,2,05/02/05,NEG,R4
Kloaksvaber,B13961,1,10134,1,04/28/05,NEG,R3
Kloaksvaber,B13962,1,10367,1,05/02/05,NEG,R1
Kloaksvaber,B13963,1,10621,1,04/27/05,NEG,R1
Kloaksvaber,B13964,1,10619,1,04/27/05,NEG,R5
Kloaksvaber,B13965,1,10619,2,04/26/05,NEG,R5
Kloaksvaber,B13966,1,10383,2,04/28/05,NEG,R1
Kloaksvaber,B13967,1,10383,3,04/28/05,NEG,R1
Kloaksvaber,B13968,1,10175,1,05/03/05,NEG,R2
Kloaksvaber,B13969,1,10520,2,05/03/05,NEG,R4
Kloaksvaber,B13970,1,10520,3,05/03/05,NEG,R4
Kloaksvaber,B13971,1,10520,4,05/03/05,NEG,R4
Kloaksvaber,B13972,1,10335,1,05/04/05,NEG,R4
Kloaksvaber,B13973,1,10335,2,05/04/05,POS,R4
Kloaksvaber,B13974,1,10169,2,05/04/05,NEG,R4
Kloaksvaber,B13975,1,10520,NA,05/04/05,NEG,R4
Kloaksvaber,B13976,1,10178,1,05/09/05,POS,NA
Kloaksvaber,B13977,1,10178,2,05/06/05,NEG,NA
Kloaksvaber,B13978,1,10191,1,05/03/05,POS,NA
Kloaksvaber,B13979,1,10191,1,05/04/05,POS,NA
Kloaksvaber,B13980,1,10615,1,05/03/05,POS,NA
Kloaksvaber,B13981,1,10560,1,05/06/05,NEG,R8
Kloaksvaber,B13982,1,10560,2,05/06/05,NEG,R8
Kloaksvaber,B13983,1,10332,3,05/06/05,NEG,R3
Kloaksvaber,B13984,1,10332,2,05/06/05,NEG,R3
Kloaksvaber,B13985,1,10169,7,05/09/05,NEG,R4
Kloaksvaber,B13986,1,10169,7,05/06/05,NEG,R4
Kloaksvaber,B13987,1,10649,1,05/09/05,NEG,R8
Kloaksvaber,B13988,1,10248,1,05/09/05,NEG,R8
Kloaksvaber,B13989,1,10248,4,05/09/05,NEG,R8
Kloaksvaber,B13990,1,10248,5,05/09/05,NEG,R8
Kloaksvaber,B13991,1,10164,1,05/04/05,NEG,R5
Kloaksvaber,B13992,1,10164,2,05/04/05,NEG,R5
Kloaksvaber,B13993,1,10367,2,05/02/05,NEG,R1
Kloaksvaber,B13994,1,10086,1,05/05/05,NEG,NA
Kloaksvaber,B13995,1,10086,2,05/03/05,NEG,NA
Kloaksvaber,B13996,1,10666,1,05/10/05,NEG,R7
Kloaksvaber,B13997,1,10252,1,05/10/05,NEG,R3
Kloaksvaber,B13998,1,10248,3,05/10/05,NEG,R8
Kloaksvaber,B13999,1,10248,4,05/10/05,NEG,R8
Kloaksvaber,B14000,1,10248,5,05/10/05,NEG,R8
Kloaksvaber,B14001,1,10248,2,05/10/05,NEG,R8
Kloaksvaber,B14002,1,10545,1,05/11/05,NEG,NA
Kloaksvaber,B14003,1,10545,2,05/11/05,NEG,NA
Kloaksvaber,B14004,1,10337,1,05/11/05,NEG,R3
Kloaksvaber,B14005,1,10603,3,05/11/05,NEG,R3
Kloaksvaber,B14006,1,10603,4,05/11/05,NEG,R3
Kloaksvaber,B14007,1,10615,1,05/11/05,POS,NA
Kloaksvaber,B14008,1,10178,1,05/10/05,POS,NA
Kloaksvaber,B14009,1,10178,2,05/10/05,NEG,NA
Kloaksvaber,B14010,1,10175,1,05/03/05,NEG,R2
Kloaksvaber,B14011,1,10175,2,05/03/05,NEG,R2
Kloaksvaber,B14012,1,10175,3,05/04/05,NEG,R2
Kloaksvaber,B14013,1,10175,4,05/04/05,NEG,R2
Kloaksvaber,B14014,1,10332,1,05/04/05,NEG,R3
Kloaksvaber,B14015,1,10332,2,05/04/05,NEG,R3
Kloaksvaber,B14016,1,10332,3,05/04/05,NEG,R3
Kloaksvaber,B14017,1,10337,1,05/09/05,NEG,R3
Kloaksvaber,B14018,1,10429,1,05/03/05,NEG,R3
Kloaksvaber,B14019,1,10086,2,05/04/05,NEG,NA
Kloaksvaber,B14021,1,10668,1,05/06/05,NEG,NA
Kloaksvaber,B14020,1,10566,1,05/06/05,NEG,R3
Kloaksvaber,B14022,1,10668,2,05/06/05,NEG,NA
Kloaksvaber,B14023,1,10659,3,05/03/05,NEG,R3
Kloaksvaber,B14024,1,10666,2,05/12/05,NEG,R7
Kloaksvaber,B14025,1,10529,1,05/12/05,NEG,R7
Kloaksvaber,B14026,1,10252,4,05/12/05,NEG,R3
Kloaksvaber,B14027,1,10252,4,05/12/05,NEG,R3
Kloaksvaber,B14028,1,10252,5,05/12/05,NEG,R3
Kloaksvaber,B14029,1,10597,1,05/14/05,NEG,R6
