Materialeart,Jnr,Dyrnr,Chrnr,Epi.nr,Prvdato,Resultat,region
Kloaksvaber,B8210,1,10211,5,04/16/03,NEG,R1
Kloaksvaber,B8211,1,10211,6,04/16/03,NEG,R1
Kloaksvaber,B8212,1,10209,4,04/22/03,NEG,R1
Kloaksvaber,B8213,3,10165,3,04/25/03,NEG,R5
Kloaksvaber,B8214,1,10467,1,04/28/03,NEG,NA
Kloaksvaber,B8215,1,10467,2,04/25/03,NEG,NA
Kloaksvaber,B8216,1,10561,1,04/28/03,NEG,R8
Kloaksvaber,B8217,1,10566,1,04/25/03,POS,R3
Kloaksvaber,B8218,1,10576,1,04/25/03,POS,R6
Kloaksvaber,B8219,1,10486,1,04/25/03,NEG,R8
Kloaksvaber,B8220,1,10659,4,04/25/03,NEG,R3
Kloaksvaber,B8221,1,10140,1,04/25/03,NEG,R4
Kloaksvaber,B8222,1,10140,1,04/28/03,POS,R4
Kloaksvaber,B8223,1,10140,2,04/25/03,POS,R4
Kloaksvaber,B8224,1,10140,2,04/28/03,POS,R4
Kloaksvaber,B8225,1,10140,3,04/28/03,POS,R4
Kloaksvaber,B8226,1,10135,1,04/25/03,NEG,R6
Kloaksvaber,B8227,1,10135,1,04/28/03,NEG,R6
Kloaksvaber,B8228,1,10211,56,04/25/03,NEG,R1
Kloaksvaber,B8229,1,10211,56,04/25/03,NEG,R1
Kloaksvaber,B8230,1,10500,3,04/28/03,POS,R4
Kloaksvaber,B8231,1,10500,4,04/28/03,POS,R4
Kloaksvaber,B8232,1,10576,1,04/25/03,NEG,R6
Kloaksvaber,B8233,1,10372,1,04/28/03,POS,R5
Kloaksvaber,B8234,1,10659,4,04/24/03,NEG,R3
Kloaksvaber,B8235,1,10076,1,04/28/03,POS,R5
Kloaksvaber,B8236,1,10076,2,04/28/03,NEG,R5
Kloaksvaber,B8237,1,10076,3,04/28/03,NEG,R5
Kloaksvaber,B8238,1,10501,8,04/29/03,NEG,NA
Kloaksvaber,B8239,1,10637,1,04/29/03,NEG,R3
Kloaksvaber,B8240,1,10637,2,04/29/03,NEG,R3
Kloaksvaber,B8241,1,10467,1,04/29/03,NEG,NA
Kloaksvaber,B8242,1,10467,1,04/30/03,NEG,NA
Kloaksvaber,B8243,1,10646,1,04/30/03,NEG,R8
Kloaksvaber,B8244,1,10545,1,05/02/03,NEG,NA
Kloaksvaber,B8245,1,10187,1,05/02/03,NEG,R8
Kloaksvaber,B8246,1,10187,2,05/02/03,NEG,R8
Kloaksvaber,B8247,1,10572,1,05/05/03,POS,R3
Kloaksvaber,B8248,1,10501,6,05/05/03,POS,NA
Kloaksvaber,B8249,1,10501,7,05/05/03,POS,NA
Kloaksvaber,B8250,1,10501,8,04/30/03,NEG,NA
Kloaksvaber,B8251,1,10486,1,04/30/03,NEG,R8
Kloaksvaber,B8252,1,10388,1,04/30/03,POS,R1
Kloaksvaber,B8253,1,10302,5,04/29/03,NEG,R4
Kloaksvaber,B8254,1,10501,9,04/29/03,NEG,NA
Kloaksvaber,B8255,1,10352,1,04/29/03,NEG,R1
Kloaksvaber,B8256,1,10352,2,04/29/03,NEG,R1
Kloaksvaber,B8257,1,10545,1,05/02/03,NEG,NA
Kloaksvaber,B8258,1,10545,2,05/02/03,NEG,NA
Kloaksvaber,B8259,1,10341,1,04/30/03,NEG,R3
Kloaksvaber,B8260,1,10543,1,04/30/03,NEG,R7
Kloaksvaber,B8261,1,10543,2,04/30/03,NEG,R7
Kloaksvaber,B8262,1,10423,1,05/05/03,NEG,R1
Kloaksvaber,B8263,1,10572,1,05/05/03,NEG,R3
Kloaksvaber,B8264,1,10668,1,05/05/03,NEG,NA
Kloaksvaber,B8265,1,10535,1,05/02/03,NEG,R1
Kloaksvaber,B8266,1,10388,2,04/30/03,NEG,R1
Kloaksvaber,B8267,1,10162,1,04/25/03,NEG,NA
Kloaksvaber,B8268,1,10162,2,04/25/03,NEG,NA
Kloaksvaber,B8269,1,10165,2,04/24/03,NEG,R5
Kloaksvaber,B8270,1,10383,2,04/29/03,NEG,R1
Kloaksvaber,B8271,1,10383,3,04/29/03,NEG,R1
Kloaksvaber,B8272,1,10403,1,05/05/03,NEG,R1
Kloaksvaber,B8273,1,10368,1,04/24/03,NEG,R1
Kloaksvaber,B8274,1,10372,1,04/28/03,POS,R5
Kloaksvaber,B8275,1,10372,2,04/28/03,NEG,R5
Kloaksvaber,B8276,1,10233,2,05/06/03,NEG,R6
Kloaksvaber,B8277,1,10233,3,05/06/03,NEG,R6
Kloaksvaber,B8278,1,10233,4,05/06/03,NEG,R6
Kloaksvaber,B8279,1,10233,5,05/06/03,NEG,R6
Kloaksvaber,B8280,1,10233,6,05/06/03,NEG,R6
Kloaksvaber,B8281,1,10233,7,05/06/03,NEG,R6
Kloaksvaber,B8282,1,10233,8,05/06/03,NEG,R6
Kloaksvaber,B8283,1,10244,3,05/07/03,POS,R4
Kloaksvaber,B8284,1,10244,4,05/07/03,POS,R4
Kloaksvaber,B8285,1,10244,6,05/07/03,POS,R4
Kloaksvaber,B8286,1,10467,2,05/05/03,NEG,NA
Kloaksvaber,B8287,1,10467,2,05/06/03,NEG,NA
Kloaksvaber,B8288,1,10467,2,05/07/03,NEG,NA
Kloaksvaber,B8289,1,10178,2,05/06/03,NEG,NA
Kloaksvaber,B8290,1,10178,2,05/08/03,NEG,NA
Kloaksvaber,B8291,1,10244,5,05/08/03,POS,R4
Kloaksvaber,B8292,1,10129,1,05/08/03,NEG,R7
Kloaksvaber,B8293,1,10129,3,05/08/03,NEG,R7
Kloaksvaber,B8294,1,10233,1,05/06/03,NEG,R6
Kloaksvaber,B8295,1,10233,3,05/06/03,NEG,R6
Kloaksvaber,B8296,1,10100,1,05/08/03,NEG,R1
Kloaksvaber,B8297,1,10156,1,05/07/03,NEG,NA
Kloaksvaber,B8298,1,10156,2,05/06/03,NEG,NA
Kloaksvaber,B8299,1,10156,3,05/06/03,NEG,NA
Kloaksvaber,B8300,1,10156,4,05/06/03,NEG,NA
Kloaksvaber,B8301,1,10156,5,05/07/03,NEG,NA
Kloaksvaber,B8302,1,10224,1,05/08/03,NEG,R5
Kloaksvaber,B8303,1,10224,2,05/08/03,NEG,R5
Kloaksvaber,B8304,1,10244,1,05/07/03,NEG,R4
Kloaksvaber,B8305,1,10244,2,05/07/03,NEG,R4
Kloaksvaber,B8306,1,10246,1,05/07/03,NEG,R3
Kloaksvaber,B8307,1,10246,2,05/07/03,NEG,R3
Kloaksvaber,B8308,1,10246,3,05/07/03,NEG,R3
Kloaksvaber,B8309,1,10246,4,05/07/03,NEG,R3
Kloaksvaber,B8310,1,10129,2,05/09/03,NEG,R7
Kloaksvaber,B8311,1,10100,2,05/09/03,NEG,R1
Kloaksvaber,B8312,1,10100,7,05/09/03,NEG,R1
Kloaksvaber,B8313,1,10604,1,05/12/03,NEG,R3
Kloaksvaber,B8314,1,10604,2,05/12/03,NEG,R3
Kloaksvaber,B8315,1,10411,1,05/12/03,POS,R1
Kloaksvaber,B8316,1,10630,1,05/09/03,NEG,R6
Kloaksvaber,B8317,1,10630,2,05/09/03,POS,R6
Kloaksvaber,B8318,1,10630,3,05/09/03,POS,R6
Kloaksvaber,B8319,1,10402,1,05/09/03,POS,R1
Kloaksvaber,B8320,1,10604,3,05/12/03,NEG,R3
Kloaksvaber,B8321,1,10584,1,05/12/03,NEG,R7
Kloaksvaber,B8322,1,10584,2,05/12/03,NEG,R7
Kloaksvaber,B8323,1,10137,1,05/07/03,NEG,R5
Kloaksvaber,B8324,1,10618,2,05/06/03,POS,NA
Kloaksvaber,B8325,1,10164,1,05/07/03,NEG,R5
Kloaksvaber,B8326,1,10164,2,05/06/03,NEG,R5
Kloaksvaber,B8327,1,10520,1,05/13/03,NEG,R4
Kloaksvaber,B8328,1,10226,1,05/13/03,NEG,NA
Kloaksvaber,B8329,1,10226,2,05/13/03,NEG,NA
Kloaksvaber,B8330,1,10226,9,05/13/03,NEG,NA
Kloaksvaber,B8331,1,10367,2,05/14/03,NEG,R1
Kloaksvaber,B8332,1,10520,2,05/14/03,NEG,R4
Kloaksvaber,B8333,1,10217,1,05/12/03,NEG,R5
Kloaksvaber,B8334,1,10217,2,05/12/03,NEG,R5
Kloaksvaber,B8335,1,10100,1,05/08/03,NEG,R1
Kloaksvaber,B8336,1,10367,1,05/12/03,POS,R1
Kloaksvaber,B8337,1,10386,1,05/13/03,NEG,R1
Kloaksvaber,B8338,1,10596,3,05/14/03,NEG,R5
Kloaksvaber,B8339,1,10178,2,05/12/03,NEG,NA
Kloaksvaber,B8340,1,10178,2,05/13/03,NEG,NA
Kloaksvaber,B8341,1,10178,2,05/14/03,NEG,NA
Kloaksvaber,B8342,1,10178,3,05/13/03,NEG,NA
Kloaksvaber,B8343,1,10204,1,05/19/03,NEG,NA
Kloaksvaber,B8344,1,10384,1,05/19/03,NEG,R1
Kloaksvaber,B8345,1,10394,10,05/19/03,NEG,R4
Kloaksvaber,B8346,1,10429,1,05/13/03,NEG,R3
Kloaksvaber,B8347,1,10432,1,05/13/03,NEG,R2
Kloaksvaber,B8348,1,10604,3,05/13/03,NEG,R3
Kloaksvaber,B8349,1,10520,3,05/14/03,NEG,R4
Kloaksvaber,B8350,1,10520,4,05/15/03,NEG,R4
Kloaksvaber,B8351,1,10185,1,05/19/03,POS,R5
Kloaksvaber,B8352,1,10185,2,05/19/03,POS,R5
Kloaksvaber,B8353,1,10420,1,05/15/03,POS,R5
Kloaksvaber,B8354,1,10596,3,05/14/03,NEG,R5
Kloaksvaber,B8355,1,10603,1,05/14/03,NEG,R3
Kloaksvaber,B8356,1,10603,2,05/14/03,NEG,R3
Kloaksvaber,B8357,1,10603,3,05/14/03,NEG,R3
Kloaksvaber,B8358,1,10603,4,05/14/03,NEG,R3
Kloaksvaber,B8359,1,10394,10,05/19/03,NEG,R4
Kloaksvaber,B8360,1,10097,1,05/15/03,NEG,NA
Kloaksvaber,B8361,1,10097,2,05/15/03,NEG,NA
Kloaksvaber,B8362,1,10328,1,05/19/03,NEG,R8
Kloaksvaber,B8363,1,10328,2,05/19/03,NEG,R8
Kloaksvaber,B8364,1,10141,2,05/15/03,NEG,R5
Kloaksvaber,B8365,1,10141,3,05/15/03,NEG,R5
Kloaksvaber,B8366,1,10141,4,05/15/03,NEG,R5
Kloaksvaber,B8367,1,10141,5,05/15/03,POS,R5
Kloaksvaber,B8368,1,10141,6,05/15/03,POS,R5
Kloaksvaber,B8369,1,10178,3,05/15/03,NEG,NA
Kloaksvaber,B8370,1,10178,3,05/19/03,NEG,NA
Kloaksvaber,B8371,1,10153,1,05/20/03,POS,R3
Kloaksvaber,B8372,1,10394,11,05/20/03,POS,R4
Kloaksvaber,B8373,1,10083,1,05/20/03,NEG,R2
Kloaksvaber,B8374,1,10083,2,05/20/03,NEG,R2
Kloaksvaber,B8375,1,10420,2,05/15/03,POS,R5
Kloaksvaber,B8376,1,10384,1,05/19/03,NEG,R1
Kloaksvaber,B8377,1,10384,2,05/19/03,NEG,R1
Kloaksvaber,B8378,1,10390,20,05/20/03,NEG,R1
Kloaksvaber,B8379,1,10390,2,05/20/03,NEG,R1
Kloaksvaber,B8380,1,10153,2,05/21/03,POS,R3
Kloaksvaber,B8381,1,10153,4,05/21/03,POS,R3
Kloaksvaber,B8382,1,10300,12,05/21/03,NEG,R4
Kloaksvaber,B8383,1,10300,13,05/21/03,NEG,R4
Kloaksvaber,B8384,1,10615,2,05/20/03,NEG,NA
Kloaksvaber,B8385,1,10615,2,05/22/03,NEG,NA
Kloaksvaber,B8386,1,10178,3,05/20/03,NEG,NA
Kloaksvaber,B8387,1,10178,3,05/21/03,NEG,NA
Kloaksvaber,B8388,1,10300,12,05/22/03,NEG,R4
Kloaksvaber,B8389,1,10266,1,05/22/03,NEG,R6
Kloaksvaber,B8390,1,10266,2,05/22/03,NEG,R6
Kloaksvaber,B8391,1,10532,1,05/21/03,NEG,R4
Kloaksvaber,B8392,1,10532,2,05/21/03,NEG,R4
Kloaksvaber,B8393,1,10356,1,05/21/03,NEG,R2
Kloaksvaber,B8394,1,10356,2,05/22/03,NEG,R2
Kloaksvaber,B8395,1,10356,3,05/21/03,NEG,R2
Kloaksvaber,B8396,1,10526,1,05/22/03,NEG,R3
Kloaksvaber,B8397,1,10190,1,05/20/03,NEG,R3
Kloaksvaber,B8398,1,10390,2,05/20/03,NEG,R1
Kloaksvaber,B8399,1,10204,2,05/20/03,NEG,NA
Kloaksvaber,B8400,1,10204,3,05/20/03,NEG,NA
Kloaksvaber,B8401,1,10083,2,05/20/03,NEG,R2
Kloaksvaber,B8402,1,10266,2,05/22/03,NEG,R6
Kloaksvaber,B8403,1,10377,1,05/22/03,NEG,R5
Kloaksvaber,B8404,1,10153,3,05/21/03,POS,R3
Kloaksvaber,B8405,1,10389,1,05/23/03,POS,R1
Kloaksvaber,B8406,1,10389,1,05/26/03,NEG,R1
Kloaksvaber,B8407,1,10389,2,05/23/03,NEG,R1
Kloaksvaber,B8408,1,10253,1,05/26/03,NEG,R2
Kloaksvaber,B8409,1,10325,2,05/23/03,NEG,R8
Kloaksvaber,B8410,1,10526,2,05/23/03,NEG,R3
Kloaksvaber,B8411,1,10005,1,05/26/03,NEG,R6
Kloaksvaber,B8412,1,10311,1,05/23/03,NEG,NA
Kloaksvaber,B8413,1,10142,1,05/23/03,NEG,R5
Kloaksvaber,B8414,1,10438,1,05/26/03,NEG,R3
Kloaksvaber,B8415,1,10438,2,05/26/03,NEG,R3
Kloaksvaber,B8416,1,10438,3,05/26/03,NEG,R3
Kloaksvaber,B8417,1,10325,1,05/23/03,NEG,R8
Kloaksvaber,B8418,1,10325,2,05/23/03,NEG,R8
Kloaksvaber,B8419,1,10615,2,05/23/03,NEG,NA
Kloaksvaber,B8420,1,10615,2,05/26/03,NEG,NA
Kloaksvaber,B8421,1,10111,2,05/27/03,NEG,R5
Kloaksvaber,B8422,1,10181,1,05/27/03,NEG,R3
Kloaksvaber,B8423,1,10335,2,05/27/03,NEG,R4
Kloaksvaber,B8424,1,10667,1,05/27/03,NEG,R4
Kloaksvaber,B8425,1,10200,1,06/02/03,NEG,R2
Kloaksvaber,B8426,1,10200,3,06/02/03,NEG,R2
Kloaksvaber,B8427,1,10666,1,06/02/03,NEG,R7
Kloaksvaber,B8428,1,10666,2,06/02/03,NEG,R7
Kloaksvaber,B8429,1,10320,1,05/28/03,NEG,NA
Kloaksvaber,B8430,1,10621,1,05/28/03,NEG,R1
Kloaksvaber,B8431,1,10337,1,05/27/03,NEG,R3
Kloaksvaber,B8432,1,10005,2,05/28/03,NEG,R6
Kloaksvaber,B8433,1,10250,1,05/30/03,NEG,R2
Kloaksvaber,B8434,1,10250,2,05/30/03,NEG,R2
Kloaksvaber,B8435,1,10241,1,05/28/03,NEG,NA
Kloaksvaber,B8436,1,10241,2,05/30/03,NEG,NA
Kloaksvaber,B8437,1,10241,3,05/30/03,NEG,NA
Kloaksvaber,B8438,1,10241,4,05/30/03,NEG,NA
Kloaksvaber,B8439,1,10111,1,05/28/03,NEG,R5
Kloaksvaber,B8440,1,10111,2,05/27/03,NEG,R5
Kloaksvaber,B8441,1,10111,3,05/27/03,NEG,R5
Kloaksvaber,B8442,1,10335,1,05/28/03,NEG,R4
Kloaksvaber,B8443,1,10250,2,05/30/03,NEG,R2
Kloaksvaber,B8444,1,10250,3,05/30/03,NEG,R2
Kloaksvaber,B8445,1,10250,4,05/30/03,NEG,R2
Kloaksvaber,B8446,1,10250,5,05/30/03,NEG,R2
Kloaksvaber,B8447,1,10250,6,05/30/03,NEG,R2
Kloaksvaber,B8448,1,10320,1,05/28/03,NEG,NA
Kloaksvaber,B8449,1,10320,2,05/28/03,NEG,NA
Kloaksvaber,B8450,1,10666,1,06/02/03,NEG,R7
Kloaksvaber,B8451,1,10585,1,05/30/03,NEG,R6
Kloaksvaber,B8452,1,10562,1,06/02/03,NEG,R8
Kloaksvaber,B8453,1,10562,2,06/02/03,NEG,R8
Kloaksvaber,B8454,1,10615,2,05/27/03,POS,NA
Kloaksvaber,B8455,1,10615,2,05/28/03,NEG,NA
Kloaksvaber,B8456,1,10491,1,05/30/03,NEG,NA
Kloaksvaber,B8457,1,10491,1,06/02/03,NEG,NA
Kloaksvaber,B8458,1,10574,1,06/03/03,NEG,R6
Kloaksvaber,B8459,1,10660,1,06/03/03,NEG,R4
Kloaksvaber,B8460,1,10660,2,06/03/03,NEG,R4
Kloaksvaber,B8461,1,10491,1,06/03/03,NEG,NA
Kloaksvaber,B8462,1,10491,1,06/04/03,NEG,NA
Kloaksvaber,B8463,1,10491,2,06/03/03,NEG,NA
Kloaksvaber,B8464,1,10381,1,06/10/03,POS,R1
Kloaksvaber,B8465,1,10208,2,06/03/03,NEG,NA
Kloaksvaber,B8466,1,10208,1,06/04/03,NEG,NA
Kloaksvaber,B8467,1,10208,3,06/04/03,NEG,NA
Kloaksvaber,B8468,1,10208,4,06/04/03,NEG,NA
Kloaksvaber,B8469,1,10619,1,06/02/03,NEG,R5
Kloaksvaber,B8470,1,10619,2,06/02/03,NEG,R5
Kloaksvaber,B8471,1,10619,3,06/02/03,NEG,R5
Kloaksvaber,B8472,1,10619,4,06/03/03,NEG,R5
Kloaksvaber,B8473,1,10491,2,06/06/03,NEG,NA
Kloaksvaber,B8474,1,10491,2,06/10/03,NEG,NA
Kloaksvaber,B8475,1,10175,3,06/06/03,NEG,R2
Kloaksvaber,B8476,1,10175,4,06/06/03,POS,R2
Kloaksvaber,B8477,1,10210,1,06/10/03,POS,NA
Kloaksvaber,B8478,1,10210,2,06/10/03,POS,NA
Kloaksvaber,B8479,1,10210,3,06/10/03,POS,NA
Kloaksvaber,B8480,1,10210,4,06/10/03,NEG,NA
Kloaksvaber,B8481,1,10210,5,06/10/03,NEG,NA
Kloaksvaber,B8482,1,10193,5,06/04/03,POS,R7
Kloaksvaber,B8483,1,10327,1,06/04/03,POS,R8
Kloaksvaber,B8484,1,10327,2,06/04/03,POS,R8
Kloaksvaber,B8485,1,10375,1,06/06/03,NEG,R7
Kloaksvaber,B8486,1,10375,2,06/06/03,NEG,R7
Kloaksvaber,B8487,1,10435,1,06/10/03,NEG,R2
Kloaksvaber,B8488,1,10435,1,06/06/03,NEG,R2
Kloaksvaber,B8489,1,10196,1,06/04/03,NEG,R3
Kloaksvaber,B8490,1,10196,2,06/04/03,NEG,R3
Kloaksvaber,B8491,1,10196,3,06/04/03,NEG,R3
Kloaksvaber,B8492,1,10196,4,06/04/03,NEG,R3
Kloaksvaber,B8493,1,10175,1,06/04/03,NEG,R2
Kloaksvaber,B8494,1,10175,2,06/06/03,NEG,R2
Kloaksvaber,B8495,1,10175,3,06/06/03,NEG,R2
Kloaksvaber,B8496,1,10175,4,06/06/03,NEG,R2
Kloaksvaber,B8497,1,10660,2,06/03/03,NEG,R4
Kloaksvaber,B8498,1,10441,1,06/03/03,NEG,R3
Kloaksvaber,B8499,1,10441,2,06/03/03,NEG,R3
Kloaksvaber,B8500,1,10176,1,06/10/03,NEG,R3
Kloaksvaber,B8501,1,10176,2,06/10/03,NEG,R3
Kloaksvaber,B8502,1,10193,2,06/04/03,NEG,R7
Kloaksvaber,B8503,1,10193,5,06/04/03,POS,R7
Kloaksvaber,B8504,1,10200,2,06/03/03,NEG,R2
Kloaksvaber,B8505,1,10362,1,06/11/03,NEG,R2
Kloaksvaber,B8506,1,10085,1,06/11/03,NEG,R8
Kloaksvaber,B8507,1,10085,2,06/11/03,NEG,R8
Kloaksvaber,B8508,1,10537,1,06/11/03,NEG,R4
Kloaksvaber,B8509,1,10537,2,06/11/03,NEG,R4
Kloaksvaber,B8510,1,10227,2,06/12/03,NEG,R1
Kloaksvaber,B8511,1,10172,2,06/12/03,NEG,NA
Kloaksvaber,B8512,1,10435,1,06/10/03,NEG,R2
Kloaksvaber,B8513,1,10134,1,06/11/03,NEG,R3
Kloaksvaber,B8514,1,10537,2,06/11/03,NEG,R4
Kloaksvaber,B8515,1,10634,1,06/12/03,NEG,R2
Kloaksvaber,B8516,1,10205,1,06/12/03,NEG,R2
Kloaksvaber,B8517,1,10362,1,06/11/03,NEG,R2
Kloaksvaber,B8518,1,10362,2,06/11/03,NEG,R2
Kloaksvaber,B8519,1,10169,2,06/12/03,NEG,R4
Kloaksvaber,B8520,1,10172,1,06/12/03,NEG,NA
Kloaksvaber,B8521,1,10172,2,06/12/03,NEG,NA
Kloaksvaber,B8522,1,10537,3,06/12/03,NEG,R4
Kloaksvaber,B8523,1,10537,4,06/12/03,NEG,R4
Kloaksvaber,B8524,1,10491,2,06/11/03,POS,NA
Kloaksvaber,B8525,1,10191,1,06/12/03,NEG,NA
Kloaksvaber,B8526,1,10086,1,06/10/03,POS,NA
Kloaksvaber,B8527,1,10086,2,06/11/03,POS,NA
Kloaksvaber,B8528,1,10227,1,06/12/03,NEG,R1
Kloaksvaber,B8529,1,10227,2,06/11/03,POS,R1
Kloaksvaber,B8530,1,10615,1,06/13/03,POS,NA
Kloaksvaber,B8531,1,10191,1,06/16/03,POS,NA
Kloaksvaber,B8532,1,10172,3,06/13/03,NEG,NA
Kloaksvaber,B8533,1,10172,4,06/13/03,NEG,NA
Kloaksvaber,B8534,1,10172,5,06/13/03,NEG,NA
Kloaksvaber,B8535,1,10600,3,06/16/03,POS,R4
Kloaksvaber,B8536,1,10600,2,06/16/03,POS,R4
Kloaksvaber,B8537,1,10127,7,06/13/03,POS,R4
Kloaksvaber,B8538,1,10560,2,06/16/03,POS,R8
Kloaksvaber,B8539,1,10331,1,06/16/03,NEG,R6
Kloaksvaber,B8540,1,10338,1,06/16/03,POS,R3
Kloaksvaber,B8541,1,10560,2,06/16/03,POS,R8
Kloaksvaber,B8542,1,10033,1,06/16/03,POS,R3
Kloaksvaber,B8543,1,10033,2,06/16/03,NEG,R3
Kloaksvaber,B8544,1,10563,4,06/13/03,POS,R5
Kloaksvaber,B8545,1,10563,5,06/13/03,POS,R5
Kloaksvaber,B8546,1,10560,1,06/17/03,POS,R8
Kloaksvaber,B8547,1,10295,1,06/17/03,POS,R7
Kloaksvaber,B8548,1,10295,2,06/17/03,POS,R7
Kloaksvaber,B8549,1,10127,5,06/18/03,NEG,R4
Kloaksvaber,B8550,1,10252,4,04/18/03,POS,R3
Kloaksvaber,B8551,1,10248,1,06/18/03,POS,R8
Kloaksvaber,B8552,1,10248,2,06/18/03,POS,R8
Kloaksvaber,B8553,1,10248,3,06/18/03,POS,R8
Kloaksvaber,B8554,1,10252,1,06/17/03,POS,R3
Kloaksvaber,B8555,1,10252,2,06/18/03,POS,R3
Kloaksvaber,B8556,1,10252,3,06/18/03,POS,R3
Kloaksvaber,B8557,1,10252,5,06/18/03,POS,R3
Kloaksvaber,B8558,1,10207,1,06/19/03,NEG,R5
Kloaksvaber,B8559,1,10279,2,06/19/03,NEG,R6
Kloaksvaber,B8560,1,10576,1,06/18/03,NEG,R6
Kloaksvaber,B8561,1,10529,1,06/19/03,POS,R7
Kloaksvaber,B8562,1,10632,1,06/17/03,NEG,R6
Kloaksvaber,B8563,1,10307,2,06/17/03,POS,R3
Kloaksvaber,B8564,1,10295,2,06/17/03,POS,R7
Kloaksvaber,B8565,1,10449,1,06/17/03,NEG,R5
Kloaksvaber,B8566,1,10127,5,06/19/03,NEG,R4
Kloaksvaber,B8567,1,10127,6,06/19/03,NEG,R4
Kloaksvaber,B8568,1,10248,4,06/19/03,POS,R8
Kloaksvaber,B8569,1,10193,8,06/19/03,POS,R7
Kloaksvaber,B8570,1,10529,2,06/19/03,POS,R7
Kloaksvaber,B8571,1,10368,1,06/12/03,POS,R1
Kloaksvaber,B8572,1,10209,1,06/18/03,POS,R1
Kloaksvaber,B8573,1,10209,2,06/18/03,POS,R1
Kloaksvaber,B8574,1,10209,5,06/18/03,NEG,R1
Kloaksvaber,B8575,1,10554,1,06/16/03,POS,R1
Kloaksvaber,B8576,1,10554,2,06/16/03,POS,R1
Kloaksvaber,B8577,1,10165,1,06/17/03,NEG,R5
Kloaksvaber,B8578,1,10165,2,06/17/03,POS,R5
Kloaksvaber,B8579,1,10165,3,06/17/03,POS,R5
Kloaksvaber,B8580,1,10191,1,06/17/03,POS,NA
Kloaksvaber,B8581,1,10191,1,06/18/03,POS,NA
Kloaksvaber,B8582,1,10467,1,06/17/03,POS,NA
Kloaksvaber,B8583,1,10467,1,03/19/03,POS,NA
Kloaksvaber,B8584,1,10659,3,06/20/03,NEG,R3
Kloaksvaber,B8585,1,10341,1,06/20/03,POS,R3
Kloaksvaber,B8586,1,10076,1,06/23/03,POS,R5
Kloaksvaber,B8587,1,10566,1,06/23/03,NEG,R3
Kloaksvaber,B8588,1,10372,1,06/23/03,POS,R5
Kloaksvaber,B8589,1,10597,2,06/23/03,POS,R6
Kloaksvaber,B8590,1,10219,2,06/20/03,POS,R3
Kloaksvaber,B8591,1,10219,3,06/20/03,POS,R3
Kloaksvaber,B8592,1,10171,1,06/20/03,POS,R5
Kloaksvaber,B8593,1,10171,2,06/20/03,POS,R5
Kloaksvaber,B8594,1,10171,3,06/20/03,POS,R5
Kloaksvaber,B8595,1,10171,4,06/20/03,POS,R5
Kloaksvaber,B8596,1,10659,3,06/20/03,NEG,R3
Kloaksvaber,B8597,1,10659,4,06/20/03,NEG,R3
Kloaksvaber,B8598,1,10649,1,06/20/03,POS,R8
Kloaksvaber,B8599,1,10597,2,06/23/03,POS,R6
Kloaksvaber,B8600,1,10140,1,06/23/03,POS,R4
Kloaksvaber,B8601,1,10140,2,06/23/03,POS,R4
Kloaksvaber,B8602,1,10140,3,06/23/03,POS,R4
Kloaksvaber,B8603,1,10467,1,06/20/03,POS,NA
Kloaksvaber,B8604,1,10467,1,06/23/03,POS,NA
Kloaksvaber,B8605,1,10650,1,06/24/03,NEG,R8
Kloaksvaber,B8606,1,10650,2,06/24/03,POS,R8
Kloaksvaber,B8607,1,10245,4,06/24/03,POS,R4
Kloaksvaber,B8608,1,10245,5,06/24/03,POS,R4
Kloaksvaber,B8609,1,10211,1,06/25/03,POS,R1
Kloaksvaber,B8610,1,10245,1,06/25/03,POS,R4
Kloaksvaber,B8611,1,10245,2,06/25/03,POS,R4
Kloaksvaber,B8612,1,10245,3,06/25/03,POS,R4
Kloaksvaber,B8613,1,10668,1,06/26/03,POS,NA
Kloaksvaber,B8614,1,10033,3,06/24/03,NEG,R3
Kloaksvaber,B8615,1,10383,2,06/24/03,POS,R1
Kloaksvaber,B8616,1,10135,1,06/26/03,POS,R6
Kloaksvaber,B8617,1,10245,5,06/24/03,POS,R4
Kloaksvaber,B8618,1,10637,1,06/25/03,POS,R3
Kloaksvaber,B8619,1,10637,2,06/26/03,POS,R3
Kloaksvaber,B8620,1,10352,1,06/25/03,NEG,R1
Kloaksvaber,B8621,1,10352,2,06/26/03,NEG,R1
Kloaksvaber,B8622,1,10211,3,06/25/03,POS,R1
Kloaksvaber,B8623,1,10211,5,06/25/03,POS,R1
Kloaksvaber,B8624,1,10076,2,06/24/03,POS,R5
Kloaksvaber,B8625,1,10076,3,06/24/03,POS,R5
Kloaksvaber,B8626,1,10245,3,06/26/03,POS,R4
Kloaksvaber,B8627,1,10637,2,06/26/03,POS,R3
Kloaksvaber,B8628,1,10211,2,06/26/03,POS,R1
Kloaksvaber,B8629,1,10211,4,06/26/03,POS,R1
Kloaksvaber,B8630,1,10211,6,06/26/03,POS,R1
Kloaksvaber,B8631,1,10372,1,06/23/03,POS,R5
Kloaksvaber,B8632,1,10372,2,06/23/03,POS,R5
Kloaksvaber,B8633,1,10668,1,06/26/03,POS,NA
Kloaksvaber,B8634,1,10211,5,06/25/03,POS,R1
Kloaksvaber,B8635,1,10209,3,06/16/03,POS,R1
Kloaksvaber,B8636,1,10209,4,06/19/03,POS,R1
